x1km_square,species,n_observed
SY8586,Lasioglossum cupromicans,0
SY8586,Lasioglossum fratellum,0
SY8586,Lasioglossum fulvicorne,0
SY8586,Lasioglossum laevigatum,0
SY8586,Lasioglossum lativentre,2
SY8586,Lasioglossum leucopus,3
SY8586,Lasioglossum leucozonium,3
SY8586,Lasioglossum malachurum,3
SY8586,Lasioglossum minutissimum,2
SY8586,Lasioglossum morio,0
SY8586,Lasioglossum parvulum,0
SY8586,Lasioglossum pauperatum,0
SY8586,Lasioglossum pauxillum,10
SY8586,Lasioglossum punctatissimum,0
SY8586,Lasioglossum puncticolle,0
SY8586,Lasioglossum quadrinotatum,0
SY8586,Lasioglossum rufitarse,0
SY8586,Lasioglossum smeathmanellum,0
SY8586,Lasioglossum villosulum,1
SY8586,Lasioglossum xanthopus,0
SY8586,Lasioglossum zonulum,10
SY8586,Lejogaster metallina,0
SY8586,Leucozona glaucia,0
SY8586,Leucozona laternaria,0
SY8586,Macropis europaea,0
SY8586,Megachile centuncularis,0
SY8586,Megachile ligniseca,0
SY8586,Megachile versicolor,0
SY8586,Megachile willughbiella,0
SY8586,Melangyna cincta,0
SY8586,Melangyna labiatarum,0
SY8586,Melangyna lasiophthalma,0
SY8586,Melangyna umbellatarum,0
SY8586,Melanogaster aerosa,0
SY8586,Melanogaster hirtella,0
SY8586,Melanostoma form,0
SY8586,Melanostoma mellinum,13
SY8586,Melanostoma scalare,0
SY8586,Meliscaeva auricollis,0
SY8586,Meliscaeva cinctella,0
SY8586,Melitta leporina,0
SY8586,Merodon equestris,0
SY8586,Myathropa florea,0
SY8586,Neoascia geniculata,0
SY8586,Neoascia meticulosa,0
SY8586,Neoascia podagrica,1
SY8586,Neoascia tenur,0
SY8586,Nomada fabriciana,0
SY8586,Nomada flava,0
SY8586,Nomada flavoguttata,0
SY8586,Nomada flavopicta,0
SY8586,Nomada fucata,0
SY8586,Nomada goodeniana,0
SY8586,Nomada lathburiana,0
SY8586,Nomada marshamella,0
SY8586,Nomada obtusifrons,0
SY8586,Nomada panzeri,0
SY8586,Nomada ruficornis,0
SY8586,Nomada striata,0
SY8586,Orthonevra nobilis,0
SY8586,Osmia bicolor,0
SY8586,Osmia bicornis,1
SY8586,Osmia caerulescens,0
SY8586,Osmia leaiana,0
SY8586,Osmia spinulosa,0
SY8586,Panurgus banksianus,0
SY8586,Panurgus calcaratus,2
SY8586,Parasyrphus punctulatus,0
SY8586,Parhelophilus frutetorum,1
SY8586,Parhelophilus versicolor,0
SY8586,Pipiza bimaculata,0
SY8586,Pipizella viduata,0
SY8586,Platycheirus albimanus,0
SY8586,Platycheirus clypeatus,0
SY8586,Platycheirus granditarsus,0
SY8586,Platycheirus manicatus,0
SY8586,Platycheirus nielseni,0
SY8586,Platycheirus peltatus,0
SY8586,Platycheirus ramsarensis,0
SY8586,Platycheirus rosarum,0
SY8586,Platycheirus scutatus,0
SY8586,Platycheirus tarsalis,0
SY8586,Rhingia campestris,4
SY8586,Rhingia rostrata,0
SY8586,Riponnensia splendens,0
SY8586,Scaeva pyrastri,0
SY8586,Scaeva selenitica,0
SY8586,Sericomyia lappona,0
SY8586,Sericomyia silentis,0
SY8586,Sericomyia superbiens,0
SY8586,Sphaerophoria fatarum,0
SY8586,Sphaerophoria interrupta,0
SY8586,Sphaerophoria philanthus,0
SY8586,Sphaerophoria rueppellii,0
SY8586,Sphaerophoria scripta,0
SY8586,Sphaerophoria taeniata,2
SY8586,Sphecodes crassus,0
SY8586,Sphecodes ephippius,0
SY8586,Sphecodes ferruginatus,0
SY8586,Sphecodes geoffrellus,0
SY8586,Sphecodes monilicornis,0
SY8586,Sphecodes niger,0
SY8586,Sphegina clunipes,0
SY8586,Syritta pipiens,0
SY8586,Syrphus rectus,0
SY8586,Syrphus ribesii,1
SY8586,Syrphus torvus,0
SY8586,Syrphus vitripennis,0
SY8586,Tropidia scita,0
SY8586,Volucella bombylans,0
SY8586,Volucella inanis,1
SY8586,Volucella inflata,0
SY8586,Volucella pellucens,0
SY8586,Xanthogramma pedissequum,0
SY8586,Xanthogramma stackelbergi,0
SY8586,Xylota abiens,0
SY8586,Xylota jakutorum,0
SY8586,Xylota segnis,1
SY8586,Xylota sylvarum,0
TG4403,Anasimyia contracta,0
TG4403,Anasimyia lineata,0
TG4403,Anasimyia transfuga,0
TG4403,Andrena alfkenella,0
TG4403,Andrena angustior,0
TG4403,Andrena bicolor,0
TG4403,Andrena bucephala,0
TG4403,Andrena chrysosceles,0
TG4403,Andrena cineraria,0
TG4403,Andrena coitana,0
TG4403,Andrena denticulata,0
TG4403,Andrena dorsata,0
TG4403,Andrena flavipes,2
TG4403,Andrena fucata,0
TG4403,Andrena fulva,0
TG4403,Andrena haemorrhoa,0
TG4403,Andrena helvola,0
TG4403,Andrena humilis,0
TG4403,Andrena lapponica,0
TG4403,Andrena minutula,0
TG4403,Andrena nigriceps,0
TG4403,Andrena nigroaenea,0
TG4403,Andrena nitida,0
TG4403,Andrena scotica,0
TG4403,Andrena semilaevis,0
TG4403,Andrena subopaca,0
TG4403,Andrena synadelpha,0
TG4403,Andrena tarsata,0
TG4403,Andrena thoracica,0
TG4403,Andrena trimmerana,0
TG4403,Andrena wilkella,0
TG4403,Anthidium manicatum,0
TG4403,Anthophora furcata,0
TG4403,Anthophora plumipes,0
TG4403,Apis mellifera,0
TG4403,Arctophila superbiens,0
TG4403,Bombus barbutellus,0
TG4403,Bombus bohemicus,0
TG4403,Bombus campestris,0
TG4403,Bombus hortorum,0
TG4403,Bombus humilis,0
TG4403,Bombus hypnorum,0
TG4403,Bombus jonellus,0
TG4403,Bombus lapidarius,2
TG4403,Bombus lucorum,0
TG4403,Bombus monticola,0
TG4403,Bombus muscorum,0
TG4403,Bombus pascuorum,1
TG4403,Bombus pratorum,0
TG4403,Bombus ruderarius,0
TG4403,Bombus ruderatus,0
TG4403,Bombus rupestris,0
TG4403,Bombus soroeensis,0
TG4403,Bombus sylvestris,0
TG4403,Bombus terrestris,0
TG4403,Bombus vestalis,0
TG4403,Chalcosyrphus nemorum,0
TG4403,Cheilosia albitarsis,0
TG4403,Cheilosia bergenstammi,0
TG4403,Cheilosia fraterna,0
TG4403,Cheilosia illustrata,0
TG4403,Cheilosia lasiopa,0
TG4403,Cheilosia latifrons,0
TG4403,Cheilosia pagana,0
TG4403,Cheilosia proxima,0
TG4403,Cheilosia soror,0
TG4403,Cheilosia vernalis,0
TG4403,Chelostoma campanularum,0
TG4403,Chrysogaster cemiteriorum,0
TG4403,Chrysogaster virescens,0
TG4403,Chrysotoxum arcuatum,0
TG4403,Chrysotoxum bicinctum,0
TG4403,Chrysotoxum festivum,0
TG4403,Chrysotoxum verralli,0
TG4403,Coelioxys elongata,0
TG4403,Coelioxys inermis,0
TG4403,Colletes similis,0
TG4403,Colletes succinctus,0
TG4403,Dasypoda hirtipes,0
TG4403,Dasysyrphus albostriatus,0
TG4403,Dasysyrphus neovenustus,0
TG4403,Dasysyrphus tricinctus,0
TG4403,Dasysyrphus venustus,0
TG4403,Epistrophe grossulariae,0
TG4403,Episyrphus balteatus,0
TG4403,Eristalinus aeneus,0
TG4403,Eristalinus sepulchralis,16
TG4403,Eristalis abusiva,0
TG4403,Eristalis abusivus,0
TG4403,Eristalis arbustorum,7
TG4403,Eristalis horticola,0
TG4403,Eristalis intricaria,0
TG4403,Eristalis intricarius,0
TG4403,Eristalis nemorum,0
TG4403,Eristalis pertinax,0
TG4403,Eristalis rupium,0
TG4403,Eristalis tenax,0
TG4403,Eucera longicornis,0
TG4403,Eumerus funeralis,0
TG4403,Eumerus ornatus,0
TG4403,Eumerus strigatus,0
TG4403,Eupeodes corollae,0
TG4403,Eupeodes latifasciatus,1
TG4403,Eupeodes luniger,0
TG4403,Ferdinandea cuprea,0
TG4403,Halictus confusus,0
TG4403,Halictus eurygnathus,0
TG4403,Halictus rubicundus,0
TG4403,Halictus tumulorum,0
TG4403,Helophilus hybridus,1
TG4403,Helophilus pendulus,5
TG4403,Helophilus trivittatus,0
TG4403,Hylaeus brevicornis,0
TG4403,Hylaeus communis,0
TG4403,Hylaeus confusus,0
TG4403,Hylaeus dilatatus,0
TG4403,Hylaeus hyalinatus,0
TG4403,Hylaeus pectoralis,0
TG4403,Lasioglossum albipes,0
TG4403,Lasioglossum calceatum,0
TG4403,Lasioglossum cupromicans,0
TG4403,Lasioglossum fratellum,0
TG4403,Lasioglossum fulvicorne,0
TG4403,Lasioglossum laevigatum,0
TG4403,Lasioglossum lativentre,0
TG4403,Lasioglossum leucopus,0
TG4403,Lasioglossum leucozonium,1
TG4403,Lasioglossum malachurum,1
TG4403,Lasioglossum minutissimum,0
TG4403,Lasioglossum morio,0
TG4403,Lasioglossum parvulum,0
TG4403,Lasioglossum pauperatum,0
TG4403,Lasioglossum pauxillum,0
TG4403,Lasioglossum punctatissimum,0
TG4403,Lasioglossum puncticolle,0
TG4403,Lasioglossum quadrinotatum,0
TG4403,Lasioglossum rufitarse,0
TG4403,Lasioglossum smeathmanellum,0
TG4403,Lasioglossum villosulum,0
TG4403,Lasioglossum xanthopus,0
TG4403,Lasioglossum zonulum,0
TG4403,Lejogaster metallina,0
TG4403,Leucozona glaucia,0
TG4403,Leucozona laternaria,0
TG4403,Macropis europaea,0
TG4403,Megachile centuncularis,0
TG4403,Megachile ligniseca,0
TG4403,Megachile versicolor,0
TG4403,Megachile willughbiella,0
TG4403,Melangyna cincta,0
TG4403,Melangyna labiatarum,0
TG4403,Melangyna lasiophthalma,0
TG4403,Melangyna umbellatarum,0
TG4403,Melanogaster aerosa,0
TG4403,Melanogaster hirtella,0
TG4403,Melanostoma form,0
TG4403,Melanostoma mellinum,9
TG4403,Melanostoma scalare,0
TG4403,Meliscaeva auricollis,0
TG4403,Meliscaeva cinctella,0
TG4403,Melitta leporina,0
TG4403,Merodon equestris,0
TG4403,Myathropa florea,0
TG4403,Neoascia geniculata,0
TG4403,Neoascia meticulosa,0
TG4403,Neoascia podagrica,0
TG4403,Neoascia tenur,0
TG4403,Nomada fabriciana,0
TG4403,Nomada flava,0
TG4403,Nomada flavoguttata,0
TG4403,Nomada flavopicta,0
TG4403,Nomada fucata,0
TG4403,Nomada goodeniana,0
TG4403,Nomada lathburiana,0
TG4403,Nomada marshamella,0
TG4403,Nomada obtusifrons,0
TG4403,Nomada panzeri,0
TG4403,Nomada ruficornis,0
TG4403,Nomada striata,0
TG4403,Orthonevra nobilis,0
TG4403,Osmia bicolor,0
TG4403,Osmia bicornis,0
TG4403,Osmia caerulescens,0
TG4403,Osmia leaiana,0
TG4403,Osmia spinulosa,0
TG4403,Panurgus banksianus,0
TG4403,Panurgus calcaratus,0
TG4403,Parasyrphus punctulatus,0
TG4403,Parhelophilus frutetorum,0
TG4403,Parhelophilus versicolor,0
TG4403,Pipiza bimaculata,0
TG4403,Pipizella viduata,1
TG4403,Platycheirus albimanus,0
TG4403,Platycheirus clypeatus,0
TG4403,Platycheirus granditarsus,1
TG4403,Platycheirus manicatus,0
TG4403,Platycheirus nielseni,0
TG4403,Platycheirus peltatus,0
TG4403,Platycheirus ramsarensis,0
TG4403,Platycheirus rosarum,0
TG4403,Platycheirus scutatus,0
TG4403,Platycheirus tarsalis,0
TG4403,Rhingia campestris,6
TG4403,Rhingia rostrata,0
TG4403,Riponnensia splendens,0
TG4403,Scaeva pyrastri,0
TG4403,Scaeva selenitica,0
TG4403,Sericomyia lappona,0
TG4403,Sericomyia silentis,0
TG4403,Sericomyia superbiens,0
TG4403,Sphaerophoria fatarum,0
TG4403,Sphaerophoria interrupta,0
TG4403,Sphaerophoria philanthus,0
TG4403,Sphaerophoria rueppellii,0
TG4403,Sphaerophoria scripta,0
TG4403,Sphaerophoria taeniata,0
TG4403,Sphecodes crassus,0
TG4403,Sphecodes ephippius,0
TG4403,Sphecodes ferruginatus,0
TG4403,Sphecodes geoffrellus,0
TG4403,Sphecodes monilicornis,0
TG4403,Sphecodes niger,0
TG4403,Sphegina clunipes,0
TG4403,Syritta pipiens,0
TG4403,Syrphus rectus,0
TG4403,Syrphus ribesii,1
TG4403,Syrphus torvus,0
TG4403,Syrphus vitripennis,0
TG4403,Tropidia scita,0
TG4403,Volucella bombylans,0
TG4403,Volucella inanis,0
TG4403,Volucella inflata,0
TG4403,Volucella pellucens,0
TG4403,Xanthogramma pedissequum,0
TG4403,Xanthogramma stackelbergi,0
TG4403,Xylota abiens,0
TG4403,Xylota jakutorum,0
TG4403,Xylota segnis,0
TG4403,Xylota sylvarum,0
TL3266,Anasimyia contracta,0
TL3266,Anasimyia lineata,0
TL3266,Anasimyia transfuga,0
TL3266,Andrena alfkenella,0
TL3266,Andrena angustior,0
TL3266,Andrena bicolor,0
TL3266,Andrena bucephala,0
TL3266,Andrena chrysosceles,0
TL3266,Andrena cineraria,0
TL3266,Andrena coitana,0
TL3266,Andrena denticulata,0
TL3266,Andrena dorsata,1
TL3266,Andrena flavipes,0
TL3266,Andrena fucata,0
TL3266,Andrena fulva,1
TL3266,Andrena haemorrhoa,1
TL3266,Andrena helvola,0
TL3266,Andrena humilis,0
TL3266,Andrena lapponica,0
TL3266,Andrena minutula,7
TL3266,Andrena nigriceps,0
TL3266,Andrena nigroaenea,9
TL3266,Andrena nitida,2
TL3266,Andrena scotica,0
TL3266,Andrena semilaevis,0
TL3266,Andrena subopaca,1
TL3266,Andrena synadelpha,0
TL3266,Andrena tarsata,0
TL3266,Andrena thoracica,0
TL3266,Andrena trimmerana,0
TL3266,Andrena wilkella,0
TL3266,Anthidium manicatum,0
TL3266,Anthophora furcata,0
TL3266,Anthophora plumipes,0
TL3266,Apis mellifera,3
TL3266,Arctophila superbiens,0
TL3266,Bombus barbutellus,0
TL3266,Bombus bohemicus,0
TL3266,Bombus campestris,0
TL3266,Bombus hortorum,7
TL3266,Bombus humilis,0
TL3266,Bombus hypnorum,0
TL3266,Bombus jonellus,0
TL3266,Bombus lapidarius,2
TL3266,Bombus lucorum,11
TL3266,Bombus monticola,0
TL3266,Bombus muscorum,0
TL3266,Bombus pascuorum,9
TL3266,Bombus pratorum,3
TL3266,Bombus ruderarius,0
TL3266,Bombus ruderatus,1
TL3266,Bombus rupestris,0
TL3266,Bombus soroeensis,0
TL3266,Bombus sylvestris,0
TL3266,Bombus terrestris,17
TL3266,Bombus vestalis,0
TL3266,Chalcosyrphus nemorum,0
TL3266,Cheilosia albitarsis,1
TL3266,Cheilosia bergenstammi,0
TL3266,Cheilosia fraterna,0
TL3266,Cheilosia illustrata,0
TL3266,Cheilosia lasiopa,0
TL3266,Cheilosia latifrons,0
TL3266,Cheilosia pagana,0
TL3266,Cheilosia proxima,1
TL3266,Cheilosia soror,0
TL3266,Cheilosia vernalis,0
TL3266,Chelostoma campanularum,0
TL3266,Chrysogaster cemiteriorum,0
TL3266,Chrysogaster virescens,0
TL3266,Chrysotoxum arcuatum,0
TL3266,Chrysotoxum bicinctum,0
TL3266,Chrysotoxum festivum,0
TL3266,Chrysotoxum verralli,0
TL3266,Coelioxys elongata,0
TL3266,Coelioxys inermis,0
TL3266,Colletes similis,0
TL3266,Colletes succinctus,0
TL3266,Dasypoda hirtipes,0
TL3266,Dasysyrphus albostriatus,0
TL3266,Dasysyrphus neovenustus,0
TL3266,Dasysyrphus tricinctus,0
TL3266,Dasysyrphus venustus,0
TL3266,Epistrophe grossulariae,0
TL3266,Episyrphus balteatus,20
TL3266,Eristalinus aeneus,0
TL3266,Eristalinus sepulchralis,4
TL3266,Eristalis abusiva,0
TL3266,Eristalis abusivus,0
TL3266,Eristalis arbustorum,1
TL3266,Eristalis horticola,0
TL3266,Eristalis intricaria,0
TL3266,Eristalis intricarius,0
TL3266,Eristalis nemorum,0
TL3266,Eristalis pertinax,1
TL3266,Eristalis rupium,0
TL3266,Eristalis tenax,10
TL3266,Eucera longicornis,0
TL3266,Eumerus funeralis,0
TL3266,Eumerus ornatus,0
TL3266,Eumerus strigatus,0
TL3266,Eupeodes corollae,6
TL3266,Eupeodes latifasciatus,0
TL3266,Eupeodes luniger,2
TL3266,Ferdinandea cuprea,0
TL3266,Halictus confusus,0
TL3266,Halictus eurygnathus,0
TL3266,Halictus rubicundus,0
TL3266,Halictus tumulorum,7
TL3266,Helophilus hybridus,0
TL3266,Helophilus pendulus,8
TL3266,Helophilus trivittatus,0
TL3266,Hylaeus brevicornis,0
TL3266,Hylaeus communis,3
TL3266,Hylaeus confusus,0
TL3266,Hylaeus dilatatus,0
TL3266,Hylaeus hyalinatus,0
TL3266,Hylaeus pectoralis,0
TL3266,Lasioglossum albipes,3
TL3266,Lasioglossum calceatum,13
TL3266,Lasioglossum cupromicans,0
TL3266,Lasioglossum fratellum,0
TL3266,Lasioglossum fulvicorne,0
TL3266,Lasioglossum laevigatum,0
TL3266,Lasioglossum lativentre,0
TL3266,Lasioglossum leucopus,0
TL3266,Lasioglossum leucozonium,0
TL3266,Lasioglossum malachurum,15
TL3266,Lasioglossum minutissimum,0
TL3266,Lasioglossum morio,1
TL3266,Lasioglossum parvulum,0
TL3266,Lasioglossum pauperatum,0
TL3266,Lasioglossum pauxillum,17
TL3266,Lasioglossum punctatissimum,0
TL3266,Lasioglossum puncticolle,1
TL3266,Lasioglossum quadrinotatum,1
TL3266,Lasioglossum rufitarse,0
TL3266,Lasioglossum smeathmanellum,0
TL3266,Lasioglossum villosulum,4
TL3266,Lasioglossum xanthopus,1
TL3266,Lasioglossum zonulum,0
TL3266,Lejogaster metallina,0
TL3266,Leucozona glaucia,0
TL3266,Leucozona laternaria,0
TL3266,Macropis europaea,0
TL3266,Megachile centuncularis,0
TL3266,Megachile ligniseca,1
TL3266,Megachile versicolor,0
TL3266,Megachile willughbiella,0
TL3266,Melangyna cincta,0
TL3266,Melangyna labiatarum,0
TL3266,Melangyna lasiophthalma,0
TL3266,Melangyna umbellatarum,0
TL3266,Melanogaster aerosa,0
TL3266,Melanogaster hirtella,0
TL3266,Melanostoma form,0
TL3266,Melanostoma mellinum,20
TL3266,Melanostoma scalare,0
TL3266,Meliscaeva auricollis,0
TL3266,Meliscaeva cinctella,0
TL3266,Melitta leporina,0
TL3266,Merodon equestris,3
TL3266,Myathropa florea,1
TL3266,Neoascia geniculata,0
TL3266,Neoascia meticulosa,0
TL3266,Neoascia podagrica,1
TL3266,Neoascia tenur,0
TL3266,Nomada fabriciana,0
TL3266,Nomada flava,0
TL3266,Nomada flavoguttata,0
TL3266,Nomada flavopicta,0
TL3266,Nomada fucata,0
TL3266,Nomada goodeniana,0
TL3266,Nomada lathburiana,0
TL3266,Nomada marshamella,0
TL3266,Nomada obtusifrons,0
TL3266,Nomada panzeri,0
TL3266,Nomada ruficornis,0
TL3266,Nomada striata,0
TL3266,Orthonevra nobilis,0
TL3266,Osmia bicolor,0
TL3266,Osmia bicornis,0
TL3266,Osmia caerulescens,0
TL3266,Osmia leaiana,1
TL3266,Osmia spinulosa,0
TL3266,Panurgus banksianus,0
TL3266,Panurgus calcaratus,0
TL3266,Parasyrphus punctulatus,0
TL3266,Parhelophilus frutetorum,0
TL3266,Parhelophilus versicolor,1
TL3266,Pipiza bimaculata,0
TL3266,Pipizella viduata,0
TL3266,Platycheirus albimanus,1
TL3266,Platycheirus clypeatus,0
TL3266,Platycheirus granditarsus,0
TL3266,Platycheirus manicatus,8
TL3266,Platycheirus nielseni,0
TL3266,Platycheirus peltatus,0
TL3266,Platycheirus ramsarensis,0
TL3266,Platycheirus rosarum,0
TL3266,Platycheirus scutatus,1
TL3266,Platycheirus tarsalis,0
TL3266,Rhingia campestris,3
TL3266,Rhingia rostrata,0
TL3266,Riponnensia splendens,0
TL3266,Scaeva pyrastri,0
TL3266,Scaeva selenitica,0
TL3266,Sericomyia lappona,0
TL3266,Sericomyia silentis,0
TL3266,Sericomyia superbiens,0
TL3266,Sphaerophoria fatarum,0
TL3266,Sphaerophoria interrupta,0
TL3266,Sphaerophoria philanthus,0
TL3266,Sphaerophoria rueppellii,0
TL3266,Sphaerophoria scripta,5
TL3266,Sphaerophoria taeniata,0
TL3266,Sphecodes crassus,0
TL3266,Sphecodes ephippius,0
TL3266,Sphecodes ferruginatus,0
TL3266,Sphecodes geoffrellus,0
TL3266,Sphecodes monilicornis,0
TL3266,Sphecodes niger,0
TL3266,Sphegina clunipes,0
TL3266,Syritta pipiens,1
TL3266,Syrphus rectus,0
TL3266,Syrphus ribesii,0
TL3266,Syrphus torvus,0
TL3266,Syrphus vitripennis,0
TL3266,Tropidia scita,0
TL3266,Volucella bombylans,0
TL3266,Volucella inanis,0
TL3266,Volucella inflata,0
TL3266,Volucella pellucens,0
TL3266,Xanthogramma pedissequum,0
TL3266,Xanthogramma stackelbergi,0
TL3266,Xylota abiens,0
TL3266,Xylota jakutorum,0
TL3266,Xylota segnis,0
TL3266,Xylota sylvarum,0
TM3949,Anasimyia contracta,0
TM3949,Anasimyia lineata,0
TM3949,Anasimyia transfuga,0
TM3949,Andrena alfkenella,0
TM3949,Andrena angustior,0
TM3949,Andrena bicolor,0
TM3949,Andrena bucephala,0
TM3949,Andrena chrysosceles,0
TM3949,Andrena cineraria,0
TM3949,Andrena coitana,0
TM3949,Andrena denticulata,1
TM3949,Andrena dorsata,0
TM3949,Andrena flavipes,1
TM3949,Andrena fucata,0
TM3949,Andrena fulva,0
TM3949,Andrena haemorrhoa,0
TM3949,Andrena helvola,1
TM3949,Andrena humilis,0
TM3949,Andrena lapponica,0
TM3949,Andrena minutula,0
TM3949,Andrena nigriceps,0
TM3949,Andrena nigroaenea,0
TM3949,Andrena nitida,4
TM3949,Andrena scotica,0
TM3949,Andrena semilaevis,0
TM3949,Andrena subopaca,0
TM3949,Andrena synadelpha,0
TM3949,Andrena tarsata,0
TM3949,Andrena thoracica,0
TM3949,Andrena trimmerana,0
TM3949,Andrena wilkella,0
TM3949,Anthidium manicatum,0
TM3949,Anthophora furcata,0
TM3949,Anthophora plumipes,0
TM3949,Apis mellifera,3
TM3949,Arctophila superbiens,0
TM3949,Bombus barbutellus,0
TM3949,Bombus bohemicus,0
TM3949,Bombus campestris,0
TM3949,Bombus hortorum,0
TM3949,Bombus humilis,0
TM3949,Bombus hypnorum,1
TM3949,Bombus jonellus,0
TM3949,Bombus lapidarius,4
TM3949,Bombus lucorum,5
TM3949,Bombus monticola,0
TM3949,Bombus muscorum,3
TM3949,Bombus pascuorum,4
TM3949,Bombus pratorum,0
TM3949,Bombus ruderarius,0
TM3949,Bombus ruderatus,0
TM3949,Bombus rupestris,0
TM3949,Bombus soroeensis,0
TM3949,Bombus sylvestris,0
TM3949,Bombus terrestris,6
TM3949,Bombus vestalis,0
TM3949,Chalcosyrphus nemorum,0
TM3949,Cheilosia albitarsis,0
TM3949,Cheilosia bergenstammi,0
TM3949,Cheilosia fraterna,0
TM3949,Cheilosia illustrata,0
TM3949,Cheilosia lasiopa,0
TM3949,Cheilosia latifrons,0
TM3949,Cheilosia pagana,0
TM3949,Cheilosia proxima,0
TM3949,Cheilosia soror,0
TM3949,Cheilosia vernalis,0
TM3949,Chelostoma campanularum,0
TM3949,Chrysogaster cemiteriorum,0
TM3949,Chrysogaster virescens,0
TM3949,Chrysotoxum arcuatum,0
TM3949,Chrysotoxum bicinctum,1
TM3949,Chrysotoxum festivum,0
TM3949,Chrysotoxum verralli,0
TM3949,Coelioxys elongata,0
TM3949,Coelioxys inermis,0
TM3949,Colletes similis,0
TM3949,Colletes succinctus,0
TM3949,Dasypoda hirtipes,3
TM3949,Dasysyrphus albostriatus,0
TM3949,Dasysyrphus neovenustus,0
TM3949,Dasysyrphus tricinctus,0
TM3949,Dasysyrphus venustus,0
TM3949,Epistrophe grossulariae,0
TM3949,Episyrphus balteatus,1
TM3949,Eristalinus aeneus,0
TM3949,Eristalinus sepulchralis,20
TM3949,Eristalis abusiva,0
TM3949,Eristalis abusivus,0
TM3949,Eristalis arbustorum,4
TM3949,Eristalis horticola,0
TM3949,Eristalis intricaria,0
TM3949,Eristalis intricarius,0
TM3949,Eristalis nemorum,0
TM3949,Eristalis pertinax,0
TM3949,Eristalis rupium,0
TM3949,Eristalis tenax,6
TM3949,Eucera longicornis,0
TM3949,Eumerus funeralis,0
TM3949,Eumerus ornatus,0
TM3949,Eumerus strigatus,1
TM3949,Eupeodes corollae,3
TM3949,Eupeodes latifasciatus,0
TM3949,Eupeodes luniger,1
TM3949,Ferdinandea cuprea,0
TM3949,Halictus confusus,0
TM3949,Halictus eurygnathus,0
TM3949,Halictus rubicundus,0
TM3949,Halictus tumulorum,7
TM3949,Helophilus hybridus,0
TM3949,Helophilus pendulus,1
TM3949,Helophilus trivittatus,0
TM3949,Hylaeus brevicornis,0
TM3949,Hylaeus communis,1
TM3949,Hylaeus confusus,0
TM3949,Hylaeus dilatatus,0
TM3949,Hylaeus hyalinatus,0
TM3949,Hylaeus pectoralis,42
TM3949,Lasioglossum albipes,0
TM3949,Lasioglossum calceatum,17
TM3949,Lasioglossum cupromicans,0
TM3949,Lasioglossum fratellum,0
TM3949,Lasioglossum fulvicorne,0
TM3949,Lasioglossum laevigatum,0
TM3949,Lasioglossum lativentre,0
TM3949,Lasioglossum leucopus,0
TM3949,Lasioglossum leucozonium,1
TM3949,Lasioglossum malachurum,8
TM3949,Lasioglossum minutissimum,0
TM3949,Lasioglossum morio,0
TM3949,Lasioglossum parvulum,0
TM3949,Lasioglossum pauperatum,0
TM3949,Lasioglossum pauxillum,0
TM3949,Lasioglossum punctatissimum,0
TM3949,Lasioglossum puncticolle,19
TM3949,Lasioglossum quadrinotatum,0
TM3949,Lasioglossum rufitarse,0
TM3949,Lasioglossum smeathmanellum,0
TM3949,Lasioglossum villosulum,1
TM3949,Lasioglossum xanthopus,0
TM3949,Lasioglossum zonulum,0
TM3949,Lejogaster metallina,0
TM3949,Leucozona glaucia,0
TM3949,Leucozona laternaria,0
TM3949,Macropis europaea,0
TM3949,Megachile centuncularis,0
TM3949,Megachile ligniseca,0
TM3949,Megachile versicolor,0
TM3949,Megachile willughbiella,0
TM3949,Melangyna cincta,0
TM3949,Melangyna labiatarum,0
TM3949,Melangyna lasiophthalma,0
TM3949,Melangyna umbellatarum,0
TM3949,Melanogaster aerosa,0
TM3949,Melanogaster hirtella,0
TM3949,Melanostoma form,0
TM3949,Melanostoma mellinum,0
TM3949,Melanostoma scalare,0
TM3949,Meliscaeva auricollis,0
TM3949,Meliscaeva cinctella,0
TM3949,Melitta leporina,0
TM3949,Merodon equestris,0
TM3949,Myathropa florea,0
TM3949,Neoascia geniculata,0
TM3949,Neoascia meticulosa,0
TM3949,Neoascia podagrica,0
TM3949,Neoascia tenur,0
TM3949,Nomada fabriciana,0
TM3949,Nomada flava,0
TM3949,Nomada flavoguttata,0
TM3949,Nomada flavopicta,0
TM3949,Nomada fucata,0
TM3949,Nomada goodeniana,1
TM3949,Nomada lathburiana,0
TM3949,Nomada marshamella,0
TM3949,Nomada obtusifrons,0
TM3949,Nomada panzeri,0
TM3949,Nomada ruficornis,0
TM3949,Nomada striata,0
TM3949,Orthonevra nobilis,0
TM3949,Osmia bicolor,0
TM3949,Osmia bicornis,0
TM3949,Osmia caerulescens,0
TM3949,Osmia leaiana,0
TM3949,Osmia spinulosa,0
TM3949,Panurgus banksianus,2
TM3949,Panurgus calcaratus,1
TM3949,Parasyrphus punctulatus,0
TM3949,Parhelophilus frutetorum,0
TM3949,Parhelophilus versicolor,0
TM3949,Pipiza bimaculata,0
TM3949,Pipizella viduata,0
TM3949,Platycheirus albimanus,0
TM3949,Platycheirus clypeatus,0
TM3949,Platycheirus granditarsus,0
TM3949,Platycheirus manicatus,0
TM3949,Platycheirus nielseni,0
TM3949,Platycheirus peltatus,0
TM3949,Platycheirus ramsarensis,0
TM3949,Platycheirus rosarum,0
