x1km_square,flower_species,n_observed_flowers,flower_genus
TM3949,Barbarea vulgaris,0,Barbarea
TM3949,Bellis perennis,131,Bellis
TM3949,Berula erecta,0,Berula
TM3949,Brassica napus,0,Brassica
TM3949,Brassica oleracea,0,Brassica
TM3949,Brassica rapa,0,Brassica
TM3949,Bryonia dioica,0,Bryonia
TM3949,Buddleja davidii,0,Buddleja
TM3949,Bupleurum tenuissimum,40,Bupleurum
TM3949,Calluna vulgaris,0,Calluna
TM3949,Caltha palustris,0,Caltha
TM3949,Calystegia sepium,0,Calystegia
TM3949,Campanula rotundifolia,0,Campanula
TM3949,Capsella bursa,0,Capsella
TM3949,Cardamine flexuosa,0,Cardamine
TM3949,Cardamine hirsuta,0,Cardamine
TM3949,Cardamine pratensis,0,Cardamine
TM3949,Carduus nutans,0,Carduus
TM3949,Carum verticillatum,0,Carum
TM3949,Centaurea cyanus,0,Centaurea
TM3949,Centaurea nigra,0,Centaurea
TM3949,Centaurea scabiosa,0,Centaurea
TM3949,Centaurium erythraea,0,Centaurium
TM3949,Cerastium arvense,0,Cerastium
TM3949,Cerastium fontanum,2,Cerastium
TM3949,Cerastium glomeratum,0,Cerastium
TM3949,Ceratocapnos claviculata,0,Ceratocapnos
TM3949,Chaerophyllum temulum,0,Chaerophyllum
TM3949,Chamaemelum nobile,0,Chamaemelum
TM3949,Chamerion angustifolium,0,Chamerion
TM3949,Chenopodium album,0,Chenopodium
TM3949,Chenopodium ficifolium,0,Chenopodium
TM3949,Chenopodium quinoa,0,Chenopodium
TM3949,Cichorium intybus,0,Cichorium
TM3949,Circaea lutetiana,0,Circaea
TM3949,Cirsium arvense,67,Cirsium
TM3949,Cirsium eriophorum,0,Cirsium
TM3949,Cirsium palustre,12,Cirsium
TM3949,Cirsium vulgare,0,Cirsium
TM3949,Clematis vitalba,0,Clematis
TM3949,Clinopodium vulgare,0,Clinopodium
TM3949,Conium maculatum,0,Conium
TM3949,Conopodium majus,0,Conopodium
TM3949,Convolvulus arvensis,0,Convolvulus
TM3949,Conyza canadensis,0,Conyza
TM3949,Cotoneaster salicifolius,0,Cotoneaster
TM3949,Crataegus monogyna,0,Crataegus
TM3949,Crepis capillaris,0,Crepis
TM3949,Crepis vesicaria,0,Crepis
TM3949,Cruciata laevipes,0,Cruciata
TM3949,Cytisus scoparius,0,Cytisus
TM3949,Dactylorhiza fuchsii,0,Dactylorhiza
TM3949,Dactylorhiza maculata,0,Dactylorhiza
TM3949,Daucus carota,0,Daucus
TM3949,Digitalis ferruginea,0,Digitalis
TM3949,Digitalis grandiflora,0,Digitalis
TM3949,Digitalis purpurea,0,Digitalis
TM3949,Dioscorea communis,0,Dioscorea
TM3949,Doronicum plantagineum,0,Doronicum
TM3949,Drosera anglica,0,Drosera
TM3949,Drosera rotundifolia,0,Drosera
TM3949,Dryas octopetala,0,Dryas
TM3949,Epilobium hirsutum,0,Epilobium
TM3949,Epilobium montanum,0,Epilobium
TM3949,Epilobium obscurum,0,Epilobium
TM3949,Epilobium palustre,0,Epilobium
TM3949,Epilobium parviflorum,0,Epilobium
TM3949,Epilobium roseum,0,Epilobium
TM3949,Epilobium tetragonum,0,Epilobium
TM3949,Erica cinerea,0,Erica
TM3949,Erica tetralix,0,Erica
TM3949,Eriophorum vaginatum,0,Eriophorum
TM3949,Eupatorium cannabinum,0,Eupatorium
TM3949,Euphorbia exigua,0,Euphorbia
TM3949,Euphorbia helioscopia,0,Euphorbia
TM3949,Euphrasia officinalis,0,Euphrasia
TM3949,Fagopyrum esculentum,0,Fagopyrum
TM3949,Fallopia convolvulus,0,Fallopia
TM3949,Filipendula ulmaria,0,Filipendula
TM3949,Fumaria officinalis,0,Fumaria
TM3949,Galeopsis speciosa,0,Galeopsis
TM3949,Galeopsis tetrahit,0,Galeopsis
TM3949,Galium aparine,0,Galium
TM3949,Galium mollugo,0,Galium
TM3949,Galium odoratum,0,Galium
TM3949,Galium palustre,0,Galium
TM3949,Galium saxatile,0,Galium
TM3949,Galium verum,0,Galium
TM3949,Genista anglica,0,Genista
TM3949,Geranium dissectum,26,Geranium
TM3949,Geranium molle,11,Geranium
TM3949,Geranium nodosum,0,Geranium
TM3949,Geranium pratense,0,Geranium
TM3949,Geranium pyrenaicum,0,Geranium
TM3949,Geranium robertianum,0,Geranium
TM3949,Geum urbanum,0,Geum
TM3949,Glechoma hederacea,0,Glechoma
TM3949,Hedera helix,0,Hedera
TM3949,Helianthus annuus,0,Helianthus
TM3949,Heracleum mantegazzianum,0,Heracleum
TM3949,Heracleum sphondylium,2,Heracleum
TM3949,Hippocrepis comosa,0,Hippocrepis
TM3949,Hordeum vulgare,0,Hordeum
TM3949,Hyacinthoides non,0,Hyacinthoides
TM3949,Hypericum forrestii,0,Hypericum
TM3949,Hypericum perforatum,0,Hypericum
TM3949,Hypericum pulchrum,0,Hypericum
TM3949,Hypericum tetrapterum,0,Hypericum
TM3949,Hypochaeris radicata,2,Hypochaeris
TM3949,Ilex aquifolium,0,Ilex
TM3949,Impatiens glandulifera,0,Impatiens
TM3949,Impatiens parviflora,0,Impatiens
TM3949,Iris pseudacorus,0,Iris
TM3949,Jacobaea erucifolia,17,Jacobaea
TM3949,Jacobaea vulgaris,0,Jacobaea
TM3949,Jasione montana,0,Jasione
TM3949,Juncus conglomeratus,0,Juncus
TM3949,Juncus effusus,0,Juncus
TM3949,Knautia arvensis,0,Knautia
TM3949,Lactuca serriola,0,Lactuca
TM3949,Lamium album,0,Lamium
TM3949,Lamium galeobdolon,0,Lamium
TM3949,Lamium purpureum,0,Lamium
TM3949,Lapsana communis,0,Lapsana
TM3949,Lathyrus aphaca,0,Lathyrus
TM3949,Lathyrus linifolius,0,Lathyrus
TM3949,Lathyrus pratensis,0,Lathyrus
TM3949,Leontodon hispidus,1,Leontodon
TM3949,Leontodon saxatilis,0,Leontodon
TM3949,Leucanthemum vulgare,0,Leucanthemum
TM3949,Ligusticum scoticum,0,Ligusticum
TM3949,Limonium vulgare,1450,Limonium
TM3949,Linaria vulgaris,0,Linaria
TM3949,Linum catharticum,0,Linum
TM3949,Linum usitatissimum,0,Linum
TM3949,Lonicera caprifolium,0,Lonicera
TM3949,Lonicera periclymenum,0,Lonicera
TM3949,Lotus angustissimus,0,Lotus
TM3949,Lotus corniculatus,593,Lotus
TM3949,Lotus pedunculatus,0,Lotus
TM3949,Lotus subbiflorus,0,Lotus
TM3949,Luzula campestris,0,Luzula
TM3949,Lysimachia nemorum,0,Lysimachia
TM3949,Lysimachia punctata,0,Lysimachia
TM3949,Lysimachia vulgaris,0,Lysimachia
TM3949,Lythrum alatum,0,Lythrum
TM3949,Lythrum salicaria,0,Lythrum
TM3949,Malva sylvestris,0,Malva
TM3949,Matricaria chamomilla,0,Matricaria
TM3949,Matricaria discoidea,0,Matricaria
TM3949,Medicago lupulina,38,Medicago
TM3949,Melampyrum pratense,0,Melampyrum
TM3949,Mentha aquatica,0,Mentha
TM3949,Mentha arvensis,0,Mentha
TM3949,Mercurialis perennis,0,Mercurialis
TM3949,Myosotis arvensis,0,Myosotis
TM3949,Myosotis discolor,0,Myosotis
TM3949,Myosotis sylvatica,0,Myosotis
TM3949,Narthecium ossifragum,0,Narthecium
TM3949,Odontites vernus,0,Odontites
TM3949,Oenanthe crocata,0,Oenanthe
TM3949,Origanum vulgare,0,Origanum
TM3949,Ornithopus perpusillus,0,Ornithopus
TM3949,Oxalis acetosella,0,Oxalis
TM3949,Panicum miliaceum,0,Panicum
TM3949,Papaver rhoeas,0,Papaver
TM3949,Pedicularis sylvatica,0,Pedicularis
TM3949,Persicaria amplexicaulis,0,Persicaria
TM3949,Persicaria bistorta,0,Persicaria
TM3949,Persicaria hydropiper,0,Persicaria
TM3949,Persicaria lapathifolia,0,Persicaria
TM3949,Persicaria maculosa,0,Persicaria
TM3949,Peucedanum ostruthium,0,Peucedanum
TM3949,Picris echioides,5,Picris
TM3949,Picris hieracioides,0,Picris
TM3949,Pilosella officinarum,0,Pilosella
TM3949,Pimpinella saxifraga,0,Pimpinella
TM3949,Pinguicula vulgaris,0,Pinguicula
TM3949,Plantago lanceolata,1080,Plantago
TM3949,Plantago major,0,Plantago
TM3949,Plantago maritima,365,Plantago
TM3949,Poa annua,0,Poa
TM3949,Polygala serpyllifolia,0,Polygala
TM3949,Polygala vulgaris,0,Polygala
TM3949,Polygonum aviculare,0,Polygonum
TM3949,Potentilla anglica,0,Potentilla
TM3949,Potentilla anserina,0,Potentilla
TM3949,Potentilla erecta,0,Potentilla
TM3949,Potentilla recta,0,Potentilla
TM3949,Potentilla reptans,0,Potentilla
TM3949,Prunella vulgaris,0,Prunella
TM3949,Prunus spinosa,0,Prunus
TM3949,Pulicaria dysenterica,0,Pulicaria
TM3949,Ranunculus acris,83,Ranunculus
TM3949,Ranunculus bulbosus,0,Ranunculus
TM3949,Ranunculus ficaria,0,Ranunculus
TM3949,Ranunculus flammula,0,Ranunculus
TM3949,Ranunculus repens,0,Ranunculus
TM3949,Ranunculus sardous,9,Ranunculus
TM3949,Raphanus raphanistrum,0,Raphanus
TM3949,Raphanus sativus,0,Raphanus
TM3949,Rhinanthus minor,0,Rhinanthus
TM3949,Rosa arvensis,0,Rosa
TM3949,Rosa canina,0,Rosa
TM3949,Rubus caesius,0,Rubus
TM3949,Rubus fruticosus,0,Rubus
TM3949,Rubus idaeus,0,Rubus
TM3949,Rumex acetosa,0,Rumex
TM3949,Rumex acetosella,0,Rumex
TM3949,Rumex crispus,0,Rumex
TM3949,Rumex obtusifolius,0,Rumex
TM3949,Rumex sanguineus,0,Rumex
TM3949,Sagina saginoides,0,Sagina
TM3949,Sambucus nigra,0,Sambucus
TM3949,Sanguisorba officinalis,0,Sanguisorba
TM3949,Scorzoneroides autumnalis,0,Scorzoneroides
TM3949,Scrophularia auriculata,0,Scrophularia
TM3949,Scrophularia nodosa,0,Scrophularia
TM3949,Sedum anglicum,0,Sedum
TM3949,Senecio erucifolius,0,Senecio
TM3949,Senecio jacobaea,85,Senecio
TM3949,Senecio vulgaris,0,Senecio
TM3949,Sherardia arvensis,0,Sherardia
TM3949,Silene dioica,0,Silene
TM3949,Silene latifolia,0,Silene
TM3949,Silybum marianum,0,Silybum
TM3949,Sinapis alba,0,Sinapis
TM3949,Sinapis arvensis,0,Sinapis
TM3949,Sisymbrium officinale,0,Sisymbrium
TM3949,Solanum dulcamara,1,Solanum
TM3949,Solanum nigrum,0,Solanum
TM3949,Solanum tuberosum,0,Solanum
TM3949,Sonchus arvensis,0,Sonchus
TM3949,Sonchus asper,0,Sonchus
TM3949,Sonchus oleraceus,0,Sonchus
TM3949,Sorbus aucuparia,0,Sorbus
TM3949,Spergula arvensis,0,Spergula
TM3949,Spergularia media,1,Spergularia
TM3949,Stachys arvensis,0,Stachys
TM3949,Stachys palustris,0,Stachys
TM3949,Stachys sylvatica,0,Stachys
TM3949,Stellaria alsine,0,Stellaria
TM3949,Stellaria graminea,53,Stellaria
TM3949,Stellaria holostea,0,Stellaria
TM3949,Stellaria media,0,Stellaria
TM3949,Suaeda maritima,11,Suaeda
TM3949,Succisa pratensis,0,Succisa
TM3949,Symphytum officinale,0,Symphytum
TM3949,Taraxacum agg,0,Taraxacum
TM3949,Taraxacum officinale,0,Taraxacum
TM3949,Teucrium scorodonia,0,Teucrium
TM3949,Thlaspi arvense,0,Thlaspi
TM3949,Thymus polytrichus,0,Thymus
TM3949,Thymus vulgaris,0,Thymus
TM3949,Torilis japonica,15,Torilis
TM3949,Tragopogon pratensis,3,Tragopogon
TM3949,Trientalis europaea,0,Trientalis
TM3949,Trifolium arvense,0,Trifolium
TM3949,Trifolium campestre,0,Trifolium
TM3949,Trifolium constantinopolitanum,0,Trifolium
TM3949,Trifolium dubium,177,Trifolium
TM3949,Trifolium pratense,284,Trifolium
TM3949,Trifolium repens,133,Trifolium
TM3949,Tripleurospermum inodorum,0,Tripleurospermum
TM3949,Tripleurospermum maritimum,0,Tripleurospermum
TM3949,Turgenia latifolia,0,Turgenia
TM3949,Ulex europaeus,0,Ulex
TM3949,Ulex gallii,0,Ulex
TM3949,Urtica dioica,0,Urtica
TM3949,Vaccinium myrtillus,0,Vaccinium
TM3949,Vaccinium oxycoccos,0,Vaccinium
TM3949,Vaccinium vitis,0,Vaccinium
TM3949,Valeriana dioica,0,Valeriana
TM3949,Valeriana officinalis,0,Valeriana
TM3949,Verbena officinalis,0,Verbena
TM3949,Verbena x,0,Verbena
TM3949,Veronica agrestis,0,Veronica
TM3949,Veronica arvensis,0,Veronica
TM3949,Veronica beccabunga,0,Veronica
TM3949,Veronica chamaedrys,3,Veronica
TM3949,Veronica hederifolia,0,Veronica
TM3949,Veronica montana,0,Veronica
TM3949,Veronica officinalis,0,Veronica
TM3949,Veronica persica,1,Veronica
TM3949,Veronica polita,0,Veronica
TM3949,Veronica serpyllifolia,0,Veronica
TM3949,Vicia benghalensis,0,Vicia
TM3949,Vicia cracca,3,Vicia
TM3949,Vicia faba,0,Vicia
TM3949,Vicia hirsuta,0,Vicia
TM3949,Vicia lutea,0,Vicia
TM3949,Vicia sativa,38,Vicia
TM3949,Vicia sepium,0,Vicia
TM3949,Vicia spp,0,Vicia
TM3949,Vicia tetrasperma,0,Vicia
TM3949,Viola arvensis,0,Viola
TM3949,Viola canina,0,Viola
TM3949,Viola palustris,0,Viola
TM3949,Viola riviniana,0,Viola
TM3949,Zea mays,0,Zea
TQ1827,Acer pseudoplatanus,0,Acer
TQ1827,Achillea millefolium,0,Achillea
TQ1827,Achillea ptarmica,0,Achillea
TQ1827,Aegopodium podagraria,0,Aegopodium
TQ1827,Aethusa cynapium,0,Aethusa
TQ1827,Ajuga reptans,0,Ajuga
TQ1827,Alliaria petiolata,0,Alliaria
TQ1827,Alnus glutinosa,0,Alnus
TQ1827,Anagallis arvensis,0,Anagallis
TQ1827,Anchusa arvensis,0,Anchusa
TQ1827,Anemone nemorosa,0,Anemone
TQ1827,Angelica sylvestris,0,Angelica
TQ1827,Anthemis cotula,0,Anthemis
TQ1827,Anthriscus caucalis,0,Anthriscus
TQ1827,Anthriscus sylvestris,0,Anthriscus
TQ1827,Apium nodiflorum,0,Apium
TQ1827,Armeria maritima,0,Armeria
TQ1827,Artemisia absinthium,0,Artemisia
TQ1827,Artemisia annua,0,Artemisia
TQ1827,Artemisia vulgaris,0,Artemisia
TQ1827,Aster tripolium,0,Aster
TQ1827,Atriplex patula,0,Atriplex
TQ1827,Atriplex portulacoides,0,Atriplex
TQ1827,Ballota nigra,0,Ballota
TQ1827,Barbarea vulgaris,0,Barbarea
TQ1827,Bellis perennis,0,Bellis
TQ1827,Berula erecta,0,Berula
TQ1827,Brassica napus,0,Brassica
TQ1827,Brassica oleracea,0,Brassica
TQ1827,Brassica rapa,0,Brassica
TQ1827,Bryonia dioica,0,Bryonia
TQ1827,Buddleja davidii,0,Buddleja
TQ1827,Bupleurum tenuissimum,0,Bupleurum
TQ1827,Calluna vulgaris,0,Calluna
TQ1827,Caltha palustris,0,Caltha
TQ1827,Calystegia sepium,0,Calystegia
TQ1827,Campanula rotundifolia,0,Campanula
TQ1827,Capsella bursa,0,Capsella
TQ1827,Cardamine flexuosa,0,Cardamine
TQ1827,Cardamine hirsuta,0,Cardamine
TQ1827,Cardamine pratensis,0,Cardamine
TQ1827,Carduus nutans,0,Carduus
TQ1827,Carum verticillatum,0,Carum
TQ1827,Centaurea cyanus,0,Centaurea
TQ1827,Centaurea nigra,5,Centaurea
TQ1827,Centaurea scabiosa,0,Centaurea
TQ1827,Centaurium erythraea,0,Centaurium
TQ1827,Cerastium arvense,0,Cerastium
TQ1827,Cerastium fontanum,0,Cerastium
TQ1827,Cerastium glomeratum,0,Cerastium
TQ1827,Ceratocapnos claviculata,0,Ceratocapnos
TQ1827,Chaerophyllum temulum,0,Chaerophyllum
TQ1827,Chamaemelum nobile,0,Chamaemelum
TQ1827,Chamerion angustifolium,0,Chamerion
TQ1827,Chenopodium album,0,Chenopodium
TQ1827,Chenopodium ficifolium,0,Chenopodium
TQ1827,Chenopodium quinoa,0,Chenopodium
TQ1827,Cichorium intybus,0,Cichorium
TQ1827,Circaea lutetiana,0,Circaea
TQ1827,Cirsium arvense,30,Cirsium
TQ1827,Cirsium eriophorum,0,Cirsium
TQ1827,Cirsium palustre,0,Cirsium
TQ1827,Cirsium vulgare,31,Cirsium
TQ1827,Clematis vitalba,0,Clematis
TQ1827,Clinopodium vulgare,0,Clinopodium
TQ1827,Conium maculatum,0,Conium
TQ1827,Conopodium majus,0,Conopodium
TQ1827,Convolvulus arvensis,0,Convolvulus
TQ1827,Conyza canadensis,0,Conyza
TQ1827,Cotoneaster salicifolius,0,Cotoneaster
TQ1827,Crataegus monogyna,0,Crataegus
TQ1827,Crepis capillaris,0,Crepis
TQ1827,Crepis vesicaria,0,Crepis
TQ1827,Cruciata laevipes,0,Cruciata
TQ1827,Cytisus scoparius,0,Cytisus
TQ1827,Dactylorhiza fuchsii,0,Dactylorhiza
TQ1827,Dactylorhiza maculata,0,Dactylorhiza
TQ1827,Daucus carota,0,Daucus
TQ1827,Digitalis ferruginea,0,Digitalis
TQ1827,Digitalis grandiflora,0,Digitalis
TQ1827,Digitalis purpurea,0,Digitalis
TQ1827,Dioscorea communis,0,Dioscorea
TQ1827,Doronicum plantagineum,0,Doronicum
TQ1827,Drosera anglica,0,Drosera
TQ1827,Drosera rotundifolia,0,Drosera
TQ1827,Dryas octopetala,0,Dryas
TQ1827,Epilobium hirsutum,0,Epilobium
TQ1827,Epilobium montanum,0,Epilobium
TQ1827,Epilobium obscurum,0,Epilobium
TQ1827,Epilobium palustre,0,Epilobium
TQ1827,Epilobium parviflorum,0,Epilobium
TQ1827,Epilobium roseum,0,Epilobium
TQ1827,Epilobium tetragonum,0,Epilobium
TQ1827,Erica cinerea,0,Erica
TQ1827,Erica tetralix,0,Erica
TQ1827,Eriophorum vaginatum,0,Eriophorum
TQ1827,Eupatorium cannabinum,0,Eupatorium
TQ1827,Euphorbia exigua,0,Euphorbia
TQ1827,Euphorbia helioscopia,0,Euphorbia
TQ1827,Euphrasia officinalis,0,Euphrasia
TQ1827,Fagopyrum esculentum,0,Fagopyrum
TQ1827,Fallopia convolvulus,0,Fallopia
TQ1827,Filipendula ulmaria,0,Filipendula
TQ1827,Fumaria officinalis,0,Fumaria
TQ1827,Galeopsis speciosa,0,Galeopsis
TQ1827,Galeopsis tetrahit,0,Galeopsis
TQ1827,Galium aparine,0,Galium
TQ1827,Galium mollugo,0,Galium
TQ1827,Galium odoratum,0,Galium
TQ1827,Galium palustre,0,Galium
TQ1827,Galium saxatile,0,Galium
TQ1827,Galium verum,0,Galium
TQ1827,Genista anglica,0,Genista
TQ1827,Geranium dissectum,0,Geranium
TQ1827,Geranium molle,0,Geranium
TQ1827,Geranium nodosum,0,Geranium
TQ1827,Geranium pratense,0,Geranium
TQ1827,Geranium pyrenaicum,0,Geranium
TQ1827,Geranium robertianum,0,Geranium
TQ1827,Geum urbanum,4,Geum
TQ1827,Glechoma hederacea,0,Glechoma
TQ1827,Hedera helix,0,Hedera
TQ1827,Helianthus annuus,0,Helianthus
TQ1827,Heracleum mantegazzianum,0,Heracleum
TQ1827,Heracleum sphondylium,0,Heracleum
TQ1827,Hippocrepis comosa,0,Hippocrepis
TQ1827,Hordeum vulgare,0,Hordeum
TQ1827,Hyacinthoides non,0,Hyacinthoides
TQ1827,Hypericum forrestii,0,Hypericum
TQ1827,Hypericum perforatum,240,Hypericum
TQ1827,Hypericum pulchrum,0,Hypericum
TQ1827,Hypericum tetrapterum,0,Hypericum
TQ1827,Hypochaeris radicata,24,Hypochaeris
TQ1827,Ilex aquifolium,0,Ilex
TQ1827,Impatiens glandulifera,0,Impatiens
TQ1827,Impatiens parviflora,0,Impatiens
TQ1827,Iris pseudacorus,0,Iris
TQ1827,Jacobaea erucifolia,0,Jacobaea
TQ1827,Jacobaea vulgaris,0,Jacobaea
TQ1827,Jasione montana,0,Jasione
TQ1827,Juncus conglomeratus,0,Juncus
TQ1827,Juncus effusus,0,Juncus
TQ1827,Knautia arvensis,0,Knautia
TQ1827,Lactuca serriola,0,Lactuca
TQ1827,Lamium album,0,Lamium
TQ1827,Lamium galeobdolon,0,Lamium
TQ1827,Lamium purpureum,1,Lamium
TQ1827,Lapsana communis,4,Lapsana
TQ1827,Lathyrus aphaca,0,Lathyrus
TQ1827,Lathyrus linifolius,0,Lathyrus
TQ1827,Lathyrus pratensis,86,Lathyrus
TQ1827,Leontodon hispidus,0,Leontodon
TQ1827,Leontodon saxatilis,0,Leontodon
TQ1827,Leucanthemum vulgare,0,Leucanthemum
TQ1827,Ligusticum scoticum,0,Ligusticum
TQ1827,Limonium vulgare,0,Limonium
TQ1827,Linaria vulgaris,0,Linaria
TQ1827,Linum catharticum,0,Linum
TQ1827,Linum usitatissimum,0,Linum
TQ1827,Lonicera caprifolium,0,Lonicera
TQ1827,Lonicera periclymenum,0,Lonicera
TQ1827,Lotus angustissimus,3,Lotus
TQ1827,Lotus corniculatus,479,Lotus
TQ1827,Lotus pedunculatus,0,Lotus
TQ1827,Lotus subbiflorus,66,Lotus
TQ1827,Luzula campestris,0,Luzula
TQ1827,Lysimachia nemorum,0,Lysimachia
TQ1827,Lysimachia punctata,0,Lysimachia
TQ1827,Lysimachia vulgaris,0,Lysimachia
TQ1827,Lythrum alatum,0,Lythrum
TQ1827,Lythrum salicaria,0,Lythrum
TQ1827,Malva sylvestris,0,Malva
TQ1827,Matricaria chamomilla,0,Matricaria
TQ1827,Matricaria discoidea,0,Matricaria
TQ1827,Medicago lupulina,0,Medicago
TQ1827,Melampyrum pratense,0,Melampyrum
TQ1827,Mentha aquatica,0,Mentha
TQ1827,Mentha arvensis,0,Mentha
TQ1827,Mercurialis perennis,0,Mercurialis
TQ1827,Myosotis arvensis,0,Myosotis
TQ1827,Myosotis discolor,0,Myosotis
TQ1827,Myosotis sylvatica,0,Myosotis
TQ1827,Narthecium ossifragum,0,Narthecium
TQ1827,Odontites vernus,0,Odontites
TQ1827,Oenanthe crocata,0,Oenanthe
TQ1827,Origanum vulgare,0,Origanum
TQ1827,Ornithopus perpusillus,0,Ornithopus
TQ1827,Oxalis acetosella,0,Oxalis
TQ1827,Panicum miliaceum,0,Panicum
TQ1827,Papaver rhoeas,0,Papaver
TQ1827,Pedicularis sylvatica,0,Pedicularis
TQ1827,Persicaria amplexicaulis,0,Persicaria
TQ1827,Persicaria bistorta,0,Persicaria
TQ1827,Persicaria hydropiper,0,Persicaria
TQ1827,Persicaria lapathifolia,0,Persicaria
TQ1827,Persicaria maculosa,35,Persicaria
TQ1827,Peucedanum ostruthium,0,Peucedanum
TQ1827,Picris echioides,0,Picris
TQ1827,Picris hieracioides,0,Picris
TQ1827,Pilosella officinarum,0,Pilosella
TQ1827,Pimpinella saxifraga,0,Pimpinella
TQ1827,Pinguicula vulgaris,0,Pinguicula
TQ1827,Plantago lanceolata,0,Plantago
TQ1827,Plantago major,0,Plantago
TQ1827,Plantago maritima,0,Plantago
TQ1827,Poa annua,0,Poa
TQ1827,Polygala serpyllifolia,0,Polygala
TQ1827,Polygala vulgaris,0,Polygala
TQ1827,Polygonum aviculare,0,Polygonum
TQ1827,Potentilla anglica,0,Potentilla
TQ1827,Potentilla anserina,0,Potentilla
TQ1827,Potentilla erecta,0,Potentilla
TQ1827,Potentilla recta,0,Potentilla
TQ1827,Potentilla reptans,0,Potentilla
TQ1827,Prunella vulgaris,7,Prunella
TQ1827,Prunus spinosa,0,Prunus
TQ1827,Pulicaria dysenterica,63,Pulicaria
TQ1827,Ranunculus acris,14,Ranunculus
TQ1827,Ranunculus bulbosus,0,Ranunculus
TQ1827,Ranunculus ficaria,0,Ranunculus
TQ1827,Ranunculus flammula,0,Ranunculus
TQ1827,Ranunculus repens,9,Ranunculus
TQ1827,Ranunculus sardous,0,Ranunculus
TQ1827,Raphanus raphanistrum,0,Raphanus
TQ1827,Raphanus sativus,0,Raphanus
TQ1827,Rhinanthus minor,0,Rhinanthus
TQ1827,Rosa arvensis,0,Rosa
TQ1827,Rosa canina,0,Rosa
TQ1827,Rubus caesius,0,Rubus
TQ1827,Rubus fruticosus,62,Rubus
TQ1827,Rubus idaeus,0,Rubus
TQ1827,Rumex acetosa,6,Rumex
TQ1827,Rumex acetosella,0,Rumex
TQ1827,Rumex crispus,65,Rumex
TQ1827,Rumex obtusifolius,0,Rumex
TQ1827,Rumex sanguineus,0,Rumex
TQ1827,Sagina saginoides,0,Sagina
TQ1827,Sambucus nigra,0,Sambucus
TQ1827,Sanguisorba officinalis,0,Sanguisorba
TQ1827,Scorzoneroides autumnalis,0,Scorzoneroides
TQ1827,Scrophularia auriculata,0,Scrophularia
TQ1827,Scrophularia nodosa,0,Scrophularia
TQ1827,Sedum anglicum,0,Sedum
TQ1827,Senecio erucifolius,0,Senecio
TQ1827,Senecio jacobaea,0,Senecio
TQ1827,Senecio vulgaris,0,Senecio
TQ1827,Sherardia arvensis,21,Sherardia
TQ1827,Silene dioica,0,Silene
TQ1827,Silene latifolia,0,Silene
TQ1827,Silybum marianum,0,Silybum
TQ1827,Sinapis alba,0,Sinapis
TQ1827,Sinapis arvensis,0,Sinapis
TQ1827,Sisymbrium officinale,0,Sisymbrium
TQ1827,Solanum dulcamara,0,Solanum
TQ1827,Solanum nigrum,0,Solanum
TQ1827,Solanum tuberosum,0,Solanum
TQ1827,Sonchus arvensis,25,Sonchus
TQ1827,Sonchus asper,0,Sonchus
TQ1827,Sonchus oleraceus,0,Sonchus
TQ1827,Sorbus aucuparia,0,Sorbus
TQ1827,Spergula arvensis,0,Spergula
TQ1827,Spergularia media,0,Spergularia
TQ1827,Stachys arvensis,0,Stachys
TQ1827,Stachys palustris,0,Stachys
TQ1827,Stachys sylvatica,24,Stachys
TQ1827,Stellaria alsine,0,Stellaria
TQ1827,Stellaria graminea,325,Stellaria
TQ1827,Stellaria holostea,0,Stellaria
TQ1827,Stellaria media,0,Stellaria
TQ1827,Suaeda maritima,0,Suaeda
TQ1827,Succisa pratensis,0,Succisa
TQ1827,Symphytum officinale,0,Symphytum
TQ1827,Taraxacum agg,0,Taraxacum
TQ1827,Taraxacum officinale,0,Taraxacum
TQ1827,Teucrium scorodonia,0,Teucrium
TQ1827,Thlaspi arvense,0,Thlaspi
TQ1827,Thymus polytrichus,0,Thymus
TQ1827,Thymus vulgaris,0,Thymus
TQ1827,Torilis japonica,0,Torilis
TQ1827,Tragopogon pratensis,0,Tragopogon
TQ1827,Trientalis europaea,0,Trientalis
TQ1827,Trifolium arvense,0,Trifolium
TQ1827,Trifolium campestre,0,Trifolium
TQ1827,Trifolium constantinopolitanum,0,Trifolium
TQ1827,Trifolium dubium,9,Trifolium
TQ1827,Trifolium pratense,24,Trifolium
TQ1827,Trifolium repens,464,Trifolium
TQ1827,Tripleurospermum inodorum,324,Tripleurospermum
TQ1827,Tripleurospermum maritimum,2,Tripleurospermum
TQ1827,Turgenia latifolia,0,Turgenia
TQ1827,Ulex europaeus,0,Ulex
TQ1827,Ulex gallii,0,Ulex
TQ1827,Urtica dioica,28,Urtica
TQ1827,Vaccinium myrtillus,0,Vaccinium
TQ1827,Vaccinium oxycoccos,0,Vaccinium
TQ1827,Vaccinium vitis,0,Vaccinium
TQ1827,Valeriana dioica,0,Valeriana
TQ1827,Valeriana officinalis,0,Valeriana
TQ1827,Verbena officinalis,0,Verbena
TQ1827,Verbena x,0,Verbena
TQ1827,Veronica agrestis,0,Veronica
TQ1827,Veronica arvensis,0,Veronica
TQ1827,Veronica beccabunga,0,Veronica
TQ1827,Veronica chamaedrys,0,Veronica
TQ1827,Veronica hederifolia,0,Veronica
TQ1827,Veronica montana,0,Veronica
