SpeciesName,Genus,Family,Order,Class,Phylum,spec_code,Lmax,TL (trophic level),DepthRangeDeep,K,tm (age of maturity),tmax (maximum age),Lm (length of maturity),EnvTemp,DemersPelag,environment,Marine,Brackish,Freshwater,Macroinvert?,Edible?,FisheriesImportance
Dragmacidon grayi,Dragmacidon,Axinellidae,Axinellida,Demospongiae,Porifera,165994,,,17,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Dragmacidon reticulatum,Dragmacidon,Axinellidae,Axinellida,Demospongiae,Porifera,84503,,,70,,,,,tropical,reef-associated,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Dragmaxia undata,Dragmaxia,Axinellidae,Axinellida,Demospongiae,Porifera,130723,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia atypica,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,131304,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia carduus,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,170945,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia columnata,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,131287,,,500,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia folium,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,51605,,,600,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia fusca,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,131306,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia hirondellei,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,167925,,,249,,,,,subtropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia pulcherrima,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,131274,12,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia robusta,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,48728,,,,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia stelliderma,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,106055,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia stipitata,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,131307,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakellia ventilabrum,Phakellia,Axinellidae,Axinellida,Demospongiae,Porifera,167921,,,1768,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phycopsis aculeata,Phycopsis,Axinellidae,Axinellida,Demospongiae,Porifera,50777,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phycopsis epakros,Phycopsis,Axinellidae,Axinellida,Demospongiae,Porifera,162993,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phycopsis fusiformis,Phycopsis,Axinellidae,Axinellida,Demospongiae,Porifera,162992,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phycopsis papillata,Phycopsis,Axinellidae,Axinellida,Demospongiae,Porifera,162994,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Pipestela candelabra,Pipestela,Axinellidae,Axinellida,Demospongiae,Porifera,164931,,,50,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Pseudaxinella lunaechartia,Pseudaxinella,Axinellidae,Axinellida,Demospongiae,Porifera,51328,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ptilocaulis aulopora,Ptilocaulis,Axinellidae,Axinellida,Demospongiae,Porifera,165995,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ptilocaulis flexibilis,Ptilocaulis,Axinellidae,Axinellida,Demospongiae,Porifera,131309,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ptilocaulis marquezii,Ptilocaulis,Axinellidae,Axinellida,Demospongiae,Porifera,130724,,,8,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ptilocaulis walpersi,Ptilocaulis,Axinellidae,Axinellida,Demospongiae,Porifera,51321,,,18,,,,,tropical,reef-associated,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Acanthostylotella cornuta,Acanthostylotella,Raspailiidae,Axinellida,Demospongiae,Porifera,130445,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Aulospongus novaecaledoniensis,Aulospongus,Raspailiidae,Axinellida,Demospongiae,Porifera,164584,,,430,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Aulospongus tubulatus,Aulospongus,Raspailiidae,Axinellida,Demospongiae,Porifera,166941,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Aulospongus villosus,Aulospongus,Raspailiidae,Axinellida,Demospongiae,Porifera,130446,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Axechina lissa,Axechina,Raspailiidae,Axinellida,Demospongiae,Porifera,169303,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Axechina raspailioides,Axechina,Raspailiidae,Axinellida,Demospongiae,Porifera,130447,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ceratopsion axiferum,Ceratopsion,Raspailiidae,Axinellida,Demospongiae,Porifera,130448,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ceratopsion clavatum,Ceratopsion,Raspailiidae,Axinellida,Demospongiae,Porifera,163128,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ceratopsion erectum,Ceratopsion,Raspailiidae,Axinellida,Demospongiae,Porifera,130449,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ceratopsion expansum,Ceratopsion,Raspailiidae,Axinellida,Demospongiae,Porifera,163129,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ceratopsion palmatum,Ceratopsion,Raspailiidae,Axinellida,Demospongiae,Porifera,163130,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Cyamon argon,Cyamon,Raspailiidae,Axinellida,Demospongiae,Porifera,155204,10,,15,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Cyamon aruense,Cyamon,Raspailiidae,Axinellida,Demospongiae,Porifera,130450,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Cyamon vickersii,Cyamon,Raspailiidae,Axinellida,Demospongiae,Porifera,165972,,,11,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum asperum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130451,,,96,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum axinelloides,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,2381375,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum cancellatum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130452,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum carlinoides,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130456,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum cavernosum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130455,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum clathratum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130457,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum clathrioides,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,166971,,,,,,,,subtropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum conulosum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130458,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum flabelliforme,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130483,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum lacunosum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130486,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum luteum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,164681,,,,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum mesenterinum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130487,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Echinodictyum rugosum,Echinodictyum,Raspailiidae,Axinellida,Demospongiae,Porifera,130488,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Ectyoplasia ferox,Ectyoplasia,Raspailiidae,Axinellida,Demospongiae,Porifera,50778,,,60,,,,,tropical,reef-associated,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Ectyoplasia tabula,Ectyoplasia,Raspailiidae,Axinellida,Demospongiae,Porifera,130489,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Endectyon fruticosum,Endectyon,Raspailiidae,Axinellida,Demospongiae,Porifera,50790,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Endectyon tenax,Endectyon,Raspailiidae,Axinellida,Demospongiae,Porifera,51511,,,174,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Eurypon clavatella,Eurypon,Raspailiidae,Axinellida,Demospongiae,Porifera,165974,,,10,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Eurypon clavatum,Eurypon,Raspailiidae,Axinellida,Demospongiae,Porifera,50776,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Eurypon coronula,Eurypon,Raspailiidae,Axinellida,Demospongiae,Porifera,49703,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Eurypon lacazei,Eurypon,Raspailiidae,Axinellida,Demospongiae,Porifera,49704,,,,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Eurypon lamellatum,Eurypon,Raspailiidae,Axinellida,Demospongiae,Porifera,164719,,,,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Eurypon nigrum,Eurypon,Raspailiidae,Axinellida,Demospongiae,Porifera,50775,,,11,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Eurypon toureti,Eurypon,Raspailiidae,Axinellida,Demospongiae,Porifera,165975,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Eurypon viride,Eurypon,Raspailiidae,Axinellida,Demospongiae,Porifera,50879,,,12,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Janulum spinispiculum,Janulum,Raspailiidae,Axinellida,Demospongiae,Porifera,51354,,,412,,,,,polar,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Lithoplocamia dolichosclera,Lithoplocamia,Raspailiidae,Axinellida,Demospongiae,Porifera,164835,,,390,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Plocamione clopetaria,Plocamione,Raspailiidae,Axinellida,Demospongiae,Porifera,165973,,,486,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Plocamione pachysclera,Plocamione,Raspailiidae,Axinellida,Demospongiae,Porifera,164938,,,,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia australiensis,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,50787,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia clathrata,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,50788,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia clathrioides,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,165016,,,,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia humilis,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,51022,,,,,,,,subtropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia irregularis,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,50791,,,,,,,,polar,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia mariana,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,142742,,,,,,,,polar,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia nuda,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,50794,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia phakellina,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,152478,,,,,,,,polar,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia phakellopsis,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,167561,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia pumila,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,49710,,,,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia ramosa,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,49712,,,41,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia rubrum,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,152642,,,,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia topsenti,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,130859,,,,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia vestigifera,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,130490,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia viminalis,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,49715,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia virgultosa,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,49716,,,,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Raspailia wilkinsoni,Raspailia,Raspailiidae,Axinellida,Demospongiae,Porifera,163131,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Thrinacophora cervicornis,Thrinacophora,Raspailiidae,Axinellida,Demospongiae,Porifera,51595,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Thrinacophora funiformis,Thrinacophora,Raspailiidae,Axinellida,Demospongiae,Porifera,165976,,,20,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Thrinacophora incrustans,Thrinacophora,Raspailiidae,Axinellida,Demospongiae,Porifera,51598,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Trikentrion flabelliforme,Trikentrion,Raspailiidae,Axinellida,Demospongiae,Porifera,130499,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Higginsia anfractuosa,Higginsia,Stelligeridae,Axinellida,Demospongiae,Porifera,162997,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Higginsia coralloides,Higginsia,Stelligeridae,Axinellida,Demospongiae,Porifera,130746,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Higginsia durissima,Higginsia,Stelligeridae,Axinellida,Demospongiae,Porifera,131289,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Higginsia massalis,Higginsia,Stelligeridae,Axinellida,Demospongiae,Porifera,131312,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Higginsia mixta,Higginsia,Stelligeridae,Axinellida,Demospongiae,Porifera,131313,,,31,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Higginsia petrosioides,Higginsia,Stelligeridae,Axinellida,Demospongiae,Porifera,131311,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Higginsia strigilata,Higginsia,Stelligeridae,Axinellida,Demospongiae,Porifera,51640,,,26,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Higginsia tanekea,Higginsia,Stelligeridae,Axinellida,Demospongiae,Porifera,162998,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Paratimea galaxa,Paratimea,Stelligeridae,Axinellida,Demospongiae,Porifera,165952,,,15,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Bubaris ammosclera,Bubaris,Bubaridae,Bubarida,Demospongiae,Porifera,139378,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Bubaris vermiculata,Bubaris,Bubaridae,Bubarida,Demospongiae,Porifera,51643,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Cerbaris topsenti,Cerbaris,Bubaridae,Bubarida,Demospongiae,Porifera,51301,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Desmanthus incrustans,Desmanthus,Desmanthidae,Bubarida,Demospongiae,Porifera,131151,,,30,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Desmanthus rhabdophorus,Desmanthus,Desmanthidae,Bubarida,Demospongiae,Porifera,130155,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Desmanthus topsenti,Desmanthus,Desmanthidae,Bubarida,Demospongiae,Porifera,130154,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Petromica massalis,Petromica,Desmanthidae,Bubarida,Demospongiae,Porifera,131333,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Sulcastrella clausa,Sulcastrella,Desmanthidae,Bubarida,Demospongiae,Porifera,165955,,,243,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella cavernosa,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,131271,,,20,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella costata,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,131272,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella cubensis,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,165997,,,137,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella hispida,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,131273,,,,,,,,subtropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella klethra,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,137241,,,20,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella ligulata,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,131303,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella mastophora,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,131282,,,534,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella saladinorum,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,171775,,,,,,,,subtropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella stanleei,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,167821,,,68,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella vaceleti,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,165998,,,108,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Acanthella vulgata,Acanthella,Dictyonellidae,Bubarida,Demospongiae,Porifera,131275,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Dictyonella funicularis,Dictyonella,Dictyonellidae,Bubarida,Demospongiae,Porifera,51578,,,,,,,,tropical,sessile,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Dictyonella hirta,Dictyonella,Dictyonellidae,Bubarida,Demospongiae,Porifera,166001,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Dictyonella incisa,Dictyonella,Dictyonellidae,Bubarida,Demospongiae,Porifera,129719,,,,,,,,subtropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Liosina arenosa,Liosina,Dictyonellidae,Bubarida,Demospongiae,Porifera,131315,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Liosina paradoxa,Liosina,Dictyonellidae,Bubarida,Demospongiae,Porifera,131316,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakettia euctimena,Phakettia,Dictyonellidae,Bubarida,Demospongiae,Porifera,131281,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Phakettia ridley,Phakettia,Dictyonellidae,Bubarida,Demospongiae,Porifera,166902,,,20,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Rhaphoxya systremma,Rhaphoxya,Dictyonellidae,Bubarida,Demospongiae,Porifera,162996,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Scopalina agoga,Scopalina,Dictyonellidae,Bubarida,Demospongiae,Porifera,165040,,,,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Scopalina australiensis,Scopalina,Dictyonellidae,Bubarida,Demospongiae,Porifera,131314,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Scopalina hispida,Scopalina,Dictyonellidae,Bubarida,Demospongiae,Porifera,141093,,,,,,,,tropical,sessile,brackish,FALSE,TRUE,FALSE,Yes,,
Scopalina ruetzleri,Scopalina,Dictyonellidae,Bubarida,Demospongiae,Porifera,84504,2,,50,,,,,tropical,reef-associated,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Stylissa caribica,Stylissa,Dictyonellidae,Bubarida,Demospongiae,Porifera,130741,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Stylissa carteri,Stylissa,Dictyonellidae,Bubarida,Demospongiae,Porifera,131270,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Stylissa conulosa,Stylissa,Dictyonellidae,Bubarida,Demospongiae,Porifera,131305,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Stylissa flabelliformis,Stylissa,Dictyonellidae,Bubarida,Demospongiae,Porifera,131310,,,76,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Stylissa massa,Stylissa,Dictyonellidae,Bubarida,Demospongiae,Porifera,131286,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Svenzea cristinae,Svenzea,Dictyonellidae,Bubarida,Demospongiae,Porifera,140934,,,,,,,,tropical,sessile,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Svenzea devoogdae,Svenzea,Dictyonellidae,Bubarida,Demospongiae,Porifera,2381416,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Svenzea flava,Svenzea,Dictyonellidae,Bubarida,Demospongiae,Porifera,130742,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Svenzea tubulosa,Svenzea,Dictyonellidae,Bubarida,Demospongiae,Porifera,130743,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Svenzea weberorum,Svenzea,Dictyonellidae,Bubarida,Demospongiae,Porifera,173400,,,18,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Svenzea zeai,Svenzea,Dictyonellidae,Bubarida,Demospongiae,Porifera,130744,,,30,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrilla acanthastra,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,164629,,,,,,,,Tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrilla australiensis,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,130005,,,100,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrilla caribensis,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,130674,,,2,,,,,tropical,sessile,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Chondrilla euastra,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,130014,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrilla grandistellata,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,130015,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrilla jinensis,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,130017,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrilla mixta,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,130006,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrilla nucula,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,51816,4,,20,,,,,subtropical,reef-associated,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Chondrilla sacciformis,Chondrilla,Chondrillidae,Chondrillida,Demospongiae,Porifera,130018,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrosia browningorum,Chondrosia,Chondrillidae,Chondrillida,Demospongiae,Porifera,173401,,,30,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrosia chucalla,Chondrosia,Chondrillidae,Chondrillida,Demospongiae,Porifera,130021,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrosia collectrix,Chondrosia,Chondrillidae,Chondrillida,Demospongiae,Porifera,51817,5,,76,,,,,tropical,reef-associated,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Chondrosia corticata,Chondrosia,Chondrillidae,Chondrillida,Demospongiae,Porifera,130022,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrosia debilis,Chondrosia,Chondrillidae,Chondrillida,Demospongiae,Porifera,130023,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Chondrosia reniformis,Chondrosia,Chondrillidae,Chondrillida,Demospongiae,Porifera,51818,,,,,,,,subtropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Thymosia guernei,Thymosia,Chondrillidae,Chondrillida,Demospongiae,Porifera,50116,,,,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Halisarca caerulea,Halisarca,Halisarcidae,Chondrillida,Demospongiae,Porifera,84458,0.2,,15,,,,,tropical,sessile,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Halisarca cerebrum,Halisarca,Halisarcidae,Chondrillida,Demospongiae,Porifera,163014,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Halisarca dujardinii,Halisarca,Halisarcidae,Chondrillida,Demospongiae,Porifera,51128,,,300,,,,,temperate,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Halisarca laxus,Halisarca,Halisarcidae,Chondrillida,Demospongiae,Porifera,170946,,,,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
Halisarca melana,Halisarca,Halisarcidae,Chondrillida,Demospongiae,Porifera,163013,,,8,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,Yes,,
