Gene_ID,cds_length
PAOX,1536
ADAM29,2463
PHKG2,1221
TBCCD1,1674
ZNF879,1692
PIGY,216
C4orf33,600
RFESD,633
ZC3H12C,2652
RSPH10B,2613
CPEB3,2097
IRAG1,2739
ZNF26,1602
NPM1,885
MECOM,3720
BMAL2,1911
HSD17B13,903
CHST12,1245
ORAI2,765
PDE5A,2628
PMS2,2589
MKX,1059
RAB3GAP1,2946
CCDC6,1425
IL32,567
CHST8,1275
MDFI,741
PCBD1,315
PEBP1,564
CLDN1,636
MAP3K8,1404
ZNF524,795
RBSN,2355
CFAP206,1869
ZNF730,1512
TMEM120B,1020
FAM32A,339
HTR3A,1437
GRHL1,1857
SPAG6,1530
MVB12A,822
FHDC1,3432
SLC17A1,1404
LDHB,1005
CEP44,1173
YWHAQ,738
CAPN1,2145
CCDC28A,555
THNSL1,2232
SPINT2,759
TIMM23,630
TEX264,942
MAP3K4,4827
ACTB,1128
ARHGEF4,5631
GABRA2,1356
REDIC1,1959
ANKRD2,1002
MYH14,6111
C12orf43,789
C10orf53,282
RPP30,807
GNB4,1023
BRMS1,741
CYTL1,411
NAF1,1485
PPP1R35,762
CCZ1,1449
RGS12,4344
PXK,1737
STK25,1281
TTC9C,516
PPP3CB,1575
AP2B1,2856
NUMB,1956
SPON1,2424
SYCP3,711
RAD9A,1176
NLRP11,3102
KIAA0408,2085
SLC2A12,1854
HMGCLL1,1023
EMC10,789
OCIAD1,738
SBDS,753
DRC12,633
RERG,600
LCOR,4674
OAF,822
EEPD1,1710
CDKAL1,1740
CCT2,1608
CEACAM20,1791
PTPN12,2343
PAX6,1311
VPS26A,984
TFAP2A,1320
TRAPPC2B,423
CTXN3,246
KCNJ14,1311
ARSI,1710
B3GNT8,1194
PPP2R2D,1362
SYT3,1773
GPBP1,1422
DST,23457
ZNF154,1314
GIPC3,939
TNFSF14,723
CCDC97,1032
MACROH2A2,1119
ZNF728,1869
TNRC18,8907
GNG7,207
IKZF5,1260
ZNF583,1710
NHERF1,1077
PMPCB,1470
MYPN,3963
INSR,4149
KLRC1,702
VMP1,1221
ADAMTS14,3672
KLRC2,696
FOXK1,2202
ITPRIPL1,1668
GARS1,2220
TMEM177,936
RXYLT1,1332
AHCTF1,6801
KCNG3,1311
ANO8,3699
DNTT,1530
USP44,2139
ZNF878,1596
SLC29A3,1428
ZNF724,1860
FANCL,1128
HYAL4,1446
ECSIT,1296
SLC26A4,2343
RGS10,546
GRAP,654
FBXL15,903
ARPC1A,1113
PITPNA,813
STAM,1623
ITGAX,3492
RAD51AP1,1008
GORASP1,1323
MRPS7,729
LDLRAD1,618
NUDT22,912
TRPV3,2373
INSRR,3894
SYCE1L,729
TRIM8,1656
CKAP5,6099
TEDC2,1302
CALY,654
PPT1,921
UBE3C,3252
MAU2,1842
C10orf95,642
XPOT,2889
MRPS16,414
PLK1,1812
PITPNC1,999
HSPA14,1530
BCL6B,1440
LGI4,1614
RAP1GAP2,2193
DDHD1,2703
TMCC1,1962
RUNX2,1566
PPM1B,1440
N4BP1,2691
CLCN1,2967
RBFOX1,1194
HELLS,2517
HRC,2100
SLC25A10,864
PLPP2,867
AGR3,501
OXA1L,1308
SELENOT,588
GPR89B,1368
FAT1,13767
ZNF793,1221
NOD1,2862
PLXNA1,5691
CCT5,1626
RBM46,1602
EXOSC5,708
ASXL2,4308
CAND2,3711
SMIM43,192
IGFL1,333
TDRD12,3993
PRMT5,1914
TIGD2,1578
UGT2B7,1590
LMO3,438
BMP6,1542
ENPP5,1434
DNAJB1,1023
HFE,1047
PGAM2,762
CNTN6,3087
ADAP1,1125
MAP4K3,2685
ZNF844,2001
KLHL2,1782
TMEM59L,1029
MEFV,2346
FBXO47,1359
CXCL16,765
DCPS,1014
NGFR,1284
GP1BA,1959
TFCP2,1509
RPS15,438
SLC25A33,966
PM20D2,1311
GBF1,5583
PYGM,2529
PRRT2,1023
CLDN20,660
KIF6,2445
ZNF75A,1614
FSTL3,792
PTP4A2,504
SREK1,1875
UQCC2,381
CYP8B1,1506
CEP97,2598
BACE1,1506
CISD2,408
RPL18,567
ADCY7,3243
TDRD6,6291
BTBD9,1839
FAM131A,1101
C4orf46,342
ATP2A2,3129
HGF,2187
GRIA2,2652
PNLDC1,1596
HAVCR1,1095
SLC15A2,2190
VIPAS39,1482
ASTN1,3885
KCNK5,1500
TUBB2B,1338
SMIM8,294
FAM83E,1437
NAT16,1110
GLIPR1L1,729
IKZF1,1560
SAE1,1041
TMEM14A,300
DRD1,1341
AGRP,399
FOXM1,2292
SMPD3,1968
MATR3,2544
TAB2,2082
CCN2,1050
CEP295,7806
SEMA3B,2250
CCDC170,2148
BEST1,1758
DHX57,4161
SPATS1,903
SLC22A31,1341
EPM2A,996
OR1F1,939
CSF3R,2511
CIMAP1A,765
STX18,1008
CTSC,1392
PXDC1,696
COL28A1,3378
MRPL2,918
SLC27A5,2073
RIC8B,1683
ATP6V1C2,1284
SLN,96
MAX,483
ACP2,1272
C1GALT1,1092
CFAP45,1656
ORC3,2136
UNC5C,2796
C12orf60,738
GDF15,927
RSBN1,2409
GALNT6,1869
EXOC3L2,2409
CAMK2N1,237
ETFDH,1854
KIAA1614,3573
CIST1,705
PP2D1,1893
CD79A,681
COLQ,1368
ZNF264,1884
ASPG,1722
VGF,1848
CEACAM5,2109
GIMAP7,903
LTBP1,5166
SEMA3D,2334
PSMC3,1320
PARP11,1017
AQP1,810
TUT4,4938
VPS37D,756
COX19,273
SLC25A23,1407
PRKAR1B,1146
ZNF25,1371
CLEC4D,648
RNF10,2436
RAF1,1947
SYT15,1266
GPRIN3,2331
TMPRSS11A,1257
SEC61A2,1431
RNF175,987
KRT14,1419
SLBP,813
PLEKHA7,3816
RARA,1389
ANXA7,1401
PSG5,1008
ZRANB2,993
STBD1,1077
CSN3,549
WFS1,2673
CYB5R2,831
MOSPD3,708
REEP2,765
ZNF776,1557
JUP,2238
CCDC126,423
DDIT4L,582
AMBN,1344
ITLN2,978
RUNDC3B,1371
RGS6,1473
CCNH,972
AFG1L,1446
CCDC141,4593
NELL2,2451
CSKMT,723
MRPL16,756
IPO13,2892
AKR1B1,951
SIPA1,3129
CSN1S1,558
CLVS2,984
FGF21,630
MRPS5,1293
ZNF566,1257
ZNF587B,1902
OR7A5,960
NOTCH3,6966
RNF182,744
HIF1AN,1050
ZNF518B,3225
RHAG,1230
S100PBP,1227
ADGRL3,4632
CREBL2,363
LXN,669
IFIT2,1419
POP5,492
COX16,321
ANKRD66,591
NUTM2B,2637
EIF2B5,2166
WDR37,1485
SELENOW,264
TLK1,2301
NTF4,633
TMED10,660
IRF5,1545
NIPAL4,1215
IQCN,4104
TSPAN18,747
OS9,2004
FARSA,1527
C14orf39,1764
MIA2,4239
RBP4,606
CAPRIN1,2130
FBN3,8430
LTAP1,762
VWA3B,3885
RHEB,555
UBE2D1,444
SYNPO2,3786
ZNF595,1947
ZNF398,1929
ZC3HC1,1509
CTNNA2,2862
ZNF487,624
HPGDS,600
RBM5,2448
HNRNPDL,1263
PLA2G12B,588
PLXDC2,1590
ZNF107,2559
NXPH1,816
FADD,627
XPO1,3216
CYP3A4,1512
ZPR1,1380
SIPA1L1,5352
PCDH15,5223
MEI4,1158
LAMA2,9369
BLVRB,621
ZNF541,4041
LMNB2,1863
GUF1,2010
ZNF490,1590
CHAF1A,2871
SCML4,1245
GVQW3,564
VSIG2,984
PPP3CA,1566
TFAP2B,1383
NUP42,1272
SNX32,1212
TBC1D7,882
SYT12,1266
DOT1L,4614
ENC1,1770
TRPC3,2766
ZNF175,2136
C7orf57,888
KRT79,1608
ZNF585A,2310
ZMAT2,600
TMEM80,432
TMEM119,852
ARNT,2370
CISH,777
NT5DC3,1647
SLC26A2,2220
SLC7A14,2316
SUMF2,906
BET1L,336
DNAJB14,1140
SLC6A6,1863
PEAK3,1422
CGB7,498
TMEM235,672
TMEM38A,900
TMPRSS5,1374
TRIM37,2895
HSD17B4,2211
MCM9,3432
HAUS5,1902
USP38,3129
IDH1,1245
NDST2,2652
NAV3,7158
CPNE5,1782
NECTIN3,1650
ADH6,1128
HACD2,765
FBXW4,1704
PLEKHG1,4158
OSBPL10,2295
PAMR1,2163
ZNF518A,4452
NT5DC1,1368
TMEM150B,702
CCNG2,1035
CHST11,1059
FGFR1OP2,762
COMP,2274
TF,2097
PIGG,2952
SLC35F2,1125
CSGALNACT2,1629
GSG1,1089
FKBP5,1374
RCC1L,1395
PDE4A,2661
PITPNM1,3735
NMT2,1497
ETNK1,1092
SAP30L,552
AP3B1,3285
FAM186B,2682
GRIP1,3387
DMAC2,774
JDP2,492
CYP27A1,1596
PSMC1,1323
HOXA2,1131
MCU,1056
INMT,792
PNMA8A,1320
FGL2,1320
PLEKHG2,4161
STK17A,1245
ZFP3,1509
TVP23B,618
ZNF513,1626
SLC22A16,1734
SH2D6,1008
SLC3A2,1590
PLPP4,816
MDN1,16791
NUDCD3,1086
GOLGA7B,504
PCYOX1,1518
NT5C3B,903
NUCB1,1386
SORCS1,3507
ZC3HAV1L,903
SLC7A8,1608
UPP2,954
INTS1,6573
NKX6-2,834
NET1,1791
NLRC4,3075
SLC41A2,1722
FBXO30,2238
RNF149,1203
SLC35A1,1014
MCRS1,1389
PPRC1,4995
PTGER4,1467
POGLUT3,1524
ITGA2,3546
RAD51B,1053
RAPSN,1239
KCMF1,1146
MCHR2,1023
SLC47A1,1713
EGLN3,720
ULBP1,735
FAM200B,1974
ATP6V0B,618
ANKIB1,3270
COPS7B,795
EFCAB12,1719
MRPL17,528
SYTL3,1833
TYSND1,1701
TM4SF18,606
TMEM258,240
DLST,1362
EMX2,759
NKX3-2,1002
LOXL4,2271
DCTD,537
SNRNP70,1314
NCBP2,471
POLR3G,672
SMCO4,180
MUC3A,9972
APOBEC2,675
ZNF184,2256
MUSTN1,249
KIF13A,5418
NT5C3A,996
DNAJC19,351
PIAS3,1887
MED21,435
LMO2,684
TASOR2,7293
PGA5,1167
TCP11L2,1560
CCDC81,1959
EPHA4,2961
WDR17,3852
RNF130,1260
CCRL2,1035
VEZF1,1566
MIS18BP1,3399
GFM1,2256
RPS24,393
CADPS2,3891
ATG16L2,1860
ACAD10,3180
MYO15A,10593
YJEFN3,900
PYCR2,963
TTC7B,2532
BRSK1,2337
METAP1,1161
ARMC9,2457
MYOT,1497
SAR1A,597
TAOK1,3006
ERAP1,2826
IRAK2,1878
ISM2,1716
RAB5C,651
DMAP1,1404
SOCS4,1323
PIGX,777
MAPK10,1395
GNG2,216
ZNF805,1884
GOLGA4,6693
ZNF569,2061
PRSS35,1242
FOXA1,1419
ZNF347,2520
SERPINA5,1221
NDUFA13,435
DHTKD1,2760
RASD1,846
THRA,1233
ACP6,1287
YIPF2,951
SPRY4,900
ANKRD6,2184
CETN3,504
RDH11,957
ZMYND15,2229
STK32A,1191
LTBP3,3912
PTCD1,2103
PSME3,765
PRDX6,675
COL23A1,1623
DGLUCY,1866
DTWD2,897
TCAF1,2766
PTF1A,987
TRIR,531
MPP7,1731
CROCC,6054
NEURL1B,1668
AP1M2,1272
LGR5,2724
LOX,1254
CPVL,1431
PCYT1A,1104
PDLIM4,993
GAS2L2,2643
TM4SF5,594
PPP1R1B,615
FAM53B,1269
ARHGEF28,5118
ALG10,1422
SACM1L,1764
TDRD1,3543
NPHP1,2034
TMTC3,2745
USH2A,15609
LRRN4CL,717
PPP6R1,2646
CUL5,2343
BACH2,2526
ABI1,1446
TMEM63B,2499
SIK2,2781
VPS33A,1791
ATP6V1F,360
MPC2,384
WNT16,1098
TMEM126B,693
ABCB4,3840
NT5DC2,1674
AGO3,2583
CLNS1A,714
CDKL3,1779
CDC5L,2409
CA6,927
MCM6,2466
PKIB,237
PDLIM7,1374
NMNAT1,840
IFT57,1290
ZMYND12,1098
AIRIM,612
SKIL,2055
YAP1,1515
CHCHD6,708
FRMD1,1650
SOCS2,597
PRPSAP2,1110
AQP10,906
MINDY4,2274
C10orf67,1653
EMP3,492
IP6K1,1326
ERP27,822
PPP4R3B,2550
HMX3,1074
TAOK3,2697
LRRC20,555
BEND6,840
VOPP1,519
RTP2,678
TRA2B,867
CGB8,498
C6orf163,990
ZNF587,1728
BAG3,1728
SLC35E1,1233
COL16A1,4815
PRF1,1668
WBP1L,1092
RHBDD2,1095
FXYD5,537
KY,1986
P4HA1,1605
GPNMB,1683
TFRC,2283
SMOC2,1341
CLP1,1278
UBASH3B,1950
FSTL1,927
NR1H3,1344
TULP4,4632
AICDA,597
SLC22A15,1644
RGS14,1701
OPN1SW,1038
LEP,504
RGS17,633
ASIC3,1596
NRBF2,864
AFDN,5496
SMIM17,357
ZNF705A,903
HSD11B1L,861
MSANTD5,642
DUSP5,1155
SHLD3,753
RAD52,1257
METTL6,855
HBEGF,627
ALKBH4,909
PHYKPL,1353
RAB18,621
TOR1AIP1,1752
SGCE,1314
DALRD3,1632
MRPL18,543
BOLA3,324
RPL23A,471
LRFN2,2370
UNC5CL,1557
ARMH1,1323
ALKAL2,459
ABCA10,4632
NEUROD4,996
EMP1,474
SLC30A6,1386
DSE,2877
HYAL3,1254
CFAP73,927
ZNF8,1728
MKRN2OS,672
ZNF416,1785
SLC26A6,2280
IL12B,987
POLR1G,1533
LRIG3,3360
ICAM4,816
E2F3,1398
DCLK2,2301
VAV3,2544
ZNF526,2013
DAB2,2313
SUZ12,2220
SIGLEC11,2097
UFL1,2385
KLF11,1539
AKAP8,2079
KRT8,1452
SPMIP3,444
C11orf52,372
SAP30,663
FSHB,390
TRPC6,2796
TMEM129,1089
CALHM6,948
PROCA1,1095
TLE5,594
ROS1,7026
BACC1,519
SRD5A3,957
GNPDA2,831
VPS37C,1068
BDKRB1,1062
PDCL2,726
PCNX1,7026
DCAKD,696
RASA1,3144
SYNCRIP,1872
KIF1A,5376
CXCL11,285
RNF121,984
ZNF544,2148
KIAA0319L,3150
ART3,1170
RLIG1,978
RCVRN,603
EXOC7,2055
POLE,6861
VGLL4,891
ESAM,1173
PPP2R3C,1362
CCNE1,1233
ARCN1,1536
AMT,1212
MRI1,1110
ZNF354B,1839
POU2AF3,756
ZNF433,2013
TENT4A,2379
ENDOD1,1503
PGM3,1629
ZNF600,2376
MTHFD1,2808
PDE4C,2043
FBXL14,1257
CLEC4E,660
SHE,1488
SPATA9,765
CSRP2,582
SLIT2,4590
HMGCS1,1563
B3GAT2,972
UBE2D4,444
TMEM50A,474
IFT80,2334
GIPC1,1002
STAB2,7656
MYO10,6177
TRIM56,2268
ZNF783,1641
GLI1,3321
KPNA6,1611
SIVA1,528
SLC5A10,1791
GCDH,1317
PDAP1,546
FOXG1,1470
SART3,2892
CINP,639
SENP5,2268
ADPRS,1092
LIN52,339
ABCA13,15177
SEC14L1,2148
SFRP2,888
ZBTB49,2298
UIMC1,2160
AJUBA,1617
ABHD10,921
USF3,6738
TMED8,978
C4orf50,4527
DNAJC13,6732
ZBTB32,1464
ARHGAP24,2247
ERF,1647
NUMBL,1830
NCAPG,3048
ANGPTL8,597
GTF2I,2997
TBC1D17,1947
TRAIP,1410
DMGDH,2601
ARHGAP9,2196
MAP2K6,1005
TMEM150C,750
DNAJC21,1596
RAB37,672
ADH1A,1128
MSANTD2,1680
XRCC1,1902
ARHGAP32,6306
POPDC2,1107
PRICKLE1,2496
ARRB2,1230
ATG7,2112
SLC25A48,936
TNIP3,978
SF1,1920
PDE1A,1590
LEAP2,234
PAPSS1,1875
NKPD1,2499
FAM13B,2814
CNN2,930
OSBPL9,2211
ING5,723
FAM234B,1869
EFNB3,1023
OXSM,1380
ERBB2,3768
KDM2B,4011
WDSUB1,1431
KLHL3,1764
NPHS1,3726
ENOPH1,786
WT1,1569
ELL2,1923
ATRIP,2376
ITPR2,8106
COX7B2,246
FAT4,14952
ZNF229,2478
MOB1B,651
OLFM2,1365
DIXDC1,2052
KLKB1,1917
PJA2,2127
GALM,1029
STRAP,1053
C19orf33,321
C19orf53,300
PDE8B,2658
SCN2B,648
PSG8,1281
CNTN3,3087
MINK1,3999
CARNS1,2853
GLB1L,1965
MYOZ2,795
TICAM1,2139
NCCRP1,828
ZNF548,1638
PROS1,2031
GALNT8,1914
MS4A12,804
KLK11,753
CRTAM,1182
LAP3,1560
ITGB7,2397
POLA2,1797
CCSER1,2703
NOL10,2067
ZNF551,2013
TSPAN32,963
TTC9B,720
ZNF121,1173
RASSF6,1014
ESM1,555
DAND5,570
KRTDAP,300
CDHR2,3933
MARK4,2259
LTA4H,1836
CACNA2D2,3432
CENPU,1257
RAB39A,654
UBXN1,894
KMT5C,1389
VAMP4,426
DEFB131A,213
CXCL5,345
CHST10,1071
GYPB,276
ACBD4,918
MPND,1506
FSTL4,2529
MS4A6A,678
TAFA3,402
PCDHGB2,2796
IL17B,543
RELL1,816
CDC23,1794
MAN2B2,3030
PIK3C2A,5061
CEP85,2286
SNRPD2,357
CCDC159,894
WDR70,1965
ZNF891,1635
TBC1D30,2286
LALBA,429
POU6F1,1836
DDX25,1452
SFSWAP,2856
GULP1,915
LSM7,312
POLN,2703
IMPDH2,1545
FAM76A,924
DELE1,1548
ZNF358,1707
DENND1C,2406
KRT13,1377
CCDC15,2856
SMURF2,2247
IL26,516
NPNT,1698
SLC4A8,3282
FERMT3,1992
LDLR,2583
GSTM2,657
CSNK1G3,1371
FASN,7536
CD44,2229
C19orf38,693
MAML3,3417
MLEC,879
GLRA3,1395
ZNF589,1095
LYZ,447
CACNA1A,7521
TLL1,3042
FGF23,756
LLPH,390
ZBTB47,2244
RFX4,2208
PLK3,1941
COMMD2,600
MSMO1,882
GNL3,1650
DBX2,1020
BANK1,2358
MROH9,2586
ERP29,786
G6PC1,1074
TAF1A,1353
NUDT4,543
MACROH2A1,1119
LRIG1,3282
TSPAN5,807
RBMXL1,1173
REEP6,555
HJV,1281
ZNF283,2040
TIGAR,813
TRAK2,2745
SENP1,1935
GFY,1557
GGN,1959
LYAR,1140
PSMD8,1053
ZNF177,1446
ANXA5,963
SHANK1,6486
TUBD1,1362
HOXC11,915
IL22,540
EVI5L,2418
ZNF664,786
NUP133,3471
ARL6IP6,681
COG1,2943
NMUR1,1281
A2ML1,4365
NCOA1,4326
SYT5,1161
BAIAP2,1605
KLHDC8B,1065
APLP1,1956
GALNT10,1812
ABCF3,2130
GLT8D2,1050
NENF,519
MED7,702
BHLHE41,1449
TCOF1,4470
BAZ2A,5712
CC2D1B,2559
ATL3,1626
TMPRSS13,1704
SMARCA5,3159
TIA1,1161
PAQR9,1134
ART1,984
FETUB,1149
SIPA1L3,5346
KRT85,1524
GRK2,2070
NOS1,4305
HDAC5,3369
MAP3K13,2901
PTPRH,3348
E2F7,2736
IFI16,2358
WASHC3,585
C3orf38,990
RBM47,1782
ARL6,561
RABAC1,558
RFTN1,1737
MORN3,723
ERCC1,894
NEMP1,1335
TRIM4,1425
FAM118B,1056
RAD9B,1254
IFRD2,1329
ACTR3C,633
THADA,5862
HEATR1,6435
EPGN,465
HOXC8,729
TMEM132D,3300
MTURN,396
PCYOX1L,1485
PHKG1,1164
WNK1,7149
ING2,843
LGI2,1638
LARP1,3291
NEIL3,1818
AKR1B10,951
ADAD1,1731
HBG1,444
ZSCAN21,1422
WDTC1,2034
RSF1,4326
C6,2805
BMPR1B,1509
SENP2,1770
VPS50,2895
PPP1CA,993
VPS72,1095
PHOX2B,945
PIK3R3,1386
TBX10,1158
GLIPR1L2,1035
MMP26,786
ABCA8,4866
ANKRD27,3153
APLP2,2256
PCBP2,1089
MFSD1,1398
PLA2G5,417
AGMO,1338
MRPL32,567
LYSMD1,684
MAP1LC3C,444
EVX1,1224
CARD11,3465
MGLL,942
AASS,2781
CPLX2,405
NPR3,1626
KAT7,1836
WIPF1,1512
GABRP,1323
FTH1,552
P2RY13,1065
CMC1,321
CEP89,2352
PCDHGA6,2799
RIOK2,1659
EXOSC10,2658
RCOR2,1572
CHDH,1785
TEX19,495
NHP2,462
DOCK10,6561
FBF1,3447
CD22,2544
CCDC69,891
TMEM179B,660
GALNTL5,1332
ARFGAP2,1566
LNPEP,3078
RABL3,711
MAP2K4,1200
FSCN1,1482
LGALSL,519
MST1,2178
TMEM176A,708
EIF2AK3,3351
CDKN2AIPNL,351
MAP1B,7407
TMEM107,423
JMY,2967
PPFIA3,3585
ENDOV,849
SEC13,969
FSHR,2088
KCNJ10,1140
ZNF763,1185
PURA,969
BCL2L12,753
GPR155,2613
PCDHGB4,2772
BNIP1,687
NTRK1,2391
URGCP,2796
PC,3537
RHNO1,717
RAI1,5721
TLR9,3099
LMLN,2055
LETMD1,1083
ZNF207,1485
FAM200A,1722
STARD3NL,705
CYP4F2,1563
ZDHHC11B,1116
LAMB2,5397
CDC42SE2,255
GBP3,1788
RAB24,612
DAW1,1248
MSL3B,1071
CGREF1,957
PLA2G4C,1626
LIFR,3294
GUSB,1956
CLEC12A,798
NAA38,378
ITPRID2,3780
UBB,690
PYM1,615
RPAIN,660
PHC1,3015
F2R,1278
MRPS30,1320
LGR6,2904
C1QTNF3,960
TRAPPC6A,480
RAI14,2943
EAF2,783
GAST,306
SYT9,1476
DNAJB8,699
ATP5MC1,411
CMTM8,522
UBL5,222
SLC36A4,1515
DLG1,2682
REX1BD,606
UNK,2433
CD70,582
NECTIN4,1533
ART5,876
CARD8,1614
PHF12,3015
UBE4A,3201
GPR35,930
PHTF2,2256
CR2,3279
LIMS1,1014
C17orf75,1191
ARHGAP30,3306
ANKRD44,2982
ADAMTS19,3642
DDX6,1452
PRPSAP1,1158
EEIG2,1083
RGPD1,5271
TIGD6,1566
KIF20A,2673
DIPK1A,1287
LRATD1,879
CRADD,600
COIL,1731
SLC38A10,3360
ZNF684,1137
PPP1CC,972
DYNC1I1,1887
STAMBP,1275
ANKRD34B,1545
MAPK8IP1,2136
NXPH4,927
ECM1,1623
CUX2,4461
TPPP,660
DDX10,2628
CCL28,384
UQCRFS1,825
PTPN11,1782
ZNF346,885
RCN3,987
TTLL10,2022
NOSIP,906
C12orf50,1245
FAM186A,7056
CCNG1,888
NR2C1,1812
RNF214,2112
LRIG2,3198
SENP3,1725
BRD9,1794
P2RX1,1200
RHOD,633
ABI3,1101
PICALM,1959
OTOP3,1737
HERPUD2,1221
KLF16,759
MFSD11,1350
DMKN,1431
RASGEF1C,1401
DNAH6,12477
SPACDR,621
CSAD,1482
EFCAB10,384
ARL13B,1287
POM121,3750
WDR55,1152
PPOX,1434
GZMA,789
LANCL1,1200
FAM170A,993
PCDHGB5,2772
ZC3HAV1,2709
MRPL36,312
ZBTB38,3588
FAM193B,2469
ACTR3B,1257
C17orf107,573
EME1,1713
ALMS1,12507
PEX12,1080
SLC12A2,3639
WASL,1518
ALOX12,1992
SLC35G2,1239
SENP7,3153
POM121C,2964
AMZ2,1083
ACKR3,1089
PLEK,1053
PFKM,2343
ATG2A,5817
NFE2L3,2085
SRSF2,666
AKAP9,11724
SAP130,3174
SPINK1,240
PCSK1,2262
PDK2,1224
THRAP3,2868
SLCO2B1,2130
PIGZ,1740
ATOX1,207
U2SURP,3090
CHRM2,1401
CDO1,603
BCL7B,609
DUSP3,558
FAM171A2,2481
SH2D2A,1170
CREB3L2,1563
ZNF354C,1665
PCDH1,3714
GH2,654
DPP6,2598
TLX3,876
NUP98,5403
CSF1,1665
RAD54L2,4404
UQCRQ,249
HOXA3,1332
PRAC2,273
PRPF40A,2919
SIMC1,2676
SYNE4,1215
EPO,582
PLEKHH3,2382
SYTL1,1689
ZBTB11,3162
POR,2034
HEG1,4146
CTNNB1,2346
SLC1A3,1629
KRABD2,1233
FKBP10,1749
CRABP2,417
SMIM24,393
ZNF880,1734
TBXA2R,1032
SLC5A9,2046
CREB1,984
ANKRD24,3441
JADE2,2505
CRLF3,1329
C1orf115,429
KLK2,786
SOX9,1530
AFMID,912
LGALS16,429
GTF2H2C,1188
NDUFA7,342
RHPN2,2061
ETHE1,765
NFE2L2,1818
IKBKE,2151
CBARP,2118
COASY,1695
ZNF273,1710
P2RX5,1269
GNGT1,225
ZNF888,2157
TECPR1,3498
PRDX5,645
MAP4K4,4155
RHEX,519
GOLPH3L,858
RTN4RL2,1263
RNF112,1896
TPH1,1335
GPN2,933
EOMES,2118
SLC25A35,903
ZCWPW2,1071
CNTF,603
UNC93B1,1794
CYP3A43,1512
SYT2,1260
ADAT3,1104
DRC3,1572
AP2A1,2868
GNG5,207
ZXDC,2577
IRF6,1404
NCAPD3,4497
TIMM29,783
AXL,2685
ARHGEF37,2028
ARF3,546
LRRFIP2,2166
SREK1IP1,468
GRIA1,2721
SMYD5,1257
SCIMP,438
USP30,1554
STXBP4,1662
POLR2I,378
CNNM3,2124
KLK7,762
RIMOC1,885
MTRFR,501
TBX21,1608
NSUN2,2304
TMEM132B,3252
DEPDC7,1536
KLK10,831
NPLOC4,1827
RASA4B,2412
CLEC2A,525
TDG,1233
PTH2,303
SH2D3A,1731
LRRC32,1989
ITSN2,5094
USP33,2736
PIK3R6,2265
ME3,1815
TMEM176B,813
KRT7,1410
ABHD8,1320
TLCD1,744
EPN3,1899
CEACAM19,900
LGALS13,420
C19orf47,1158
DUSP6,1146
CYB5D2,795
ZNF385A,1101
UBE2S,669
NXPE1,1644
CDC6,1683
PLPP1,855
CA11,987
SIRT4,945
SWSAP1,753
GRWD1,1341
ARL15,615
SCNN1A,2010
VCF1,624
TM4SF20,690
MAD1L1,2157
MTX3,939
APOH,1038
HECW2,4719
SPIB,789
BTNL9,1608
RAB11B,657
RNF43,2352
MTREX,3129
FOXN1,1947
GEMIN4,3177
SRGAP1,3258
DMPK,1890
GLIS1,2388
LMOD1,1803
PPP1R12A,3093
DNAJC27,822
GSDME,1491
KRTCAP3,723
PNKP,1566
POU6F2,2163
SPHKAP,5103
DCDC1,5361
CARTPT,351
RFC2,1065
RPIA,936
SPARC,912
ERGIC2,1134
TMEM151A,1407
PRG2,669
HGS,2334
PLEKHM3,2286
TFPI,915
PIH1D2,948
GCN1,8016
SLF1,3177
GLB1L3,1962
STK31,3060
NACC1,1584
TH,1494
OTULIN,1059
PRR36,4041
TIMM44,1359
PPP1R21,2343
REEP5,570
CAP1,1428
HIPK2,3597
AP1S1,477
SIAE,1572
SP8,1527
RBM33,3513
TBK1,2190
MFAP3,1089
PPFIBP2,2631
DROSHA,4125
CHCHD3,684
SMARCA4,4944
MEPCE,2070
KLHL41,1821
HNRNPA2B1,1026
PELI1,1257
ANKS1B,3858
CYTIP,1080
PGGHG,2214
TTL,1134
SESN3,1479
STK39,1638
COX8A,210
MTMR2,1932
CCDC63,1692
LPCAT3,1464
ARFIP2,1026
HTR2B,1446
MCC,3060
DNMT3A,2739
CDKN2C,507
COXFA4L2,264
ATPSCKMT,702
OAS1,1203
GHR,1917
CEND1,450
PTH,348
PELI3,1410
NFE2,1122
GNB2,1023
IFITM1,378
E2F8,2604
SPATS2,1638
SMG5,3051
CBX8,1170
TXNDC15,1083
PER1,3873
SULT1C4,909
NEU3,1386
ARL14EPL,459
FER,2469
LAPTM4A,702
SLC15A3,1746
DNAJC2,1866
NHERF4,1518
ZFAND2B,774
KCNMB1,576
EMB,984
KMT2E,5577
SWAP70,1758
BLTP3B,4395
FBXW11,1692
PRAC1,174
GPATCH8,4509
ORC2,1734
ZFP62,2703
MYOZ3,756
BECN1,1353
TRIM66,4179
ALDH1L2,2772
PAX4,1056
SLC39A13,1116
SDSL,990
STX1A,867
NAXE,867
IL5,405
TRIM25,1893
APBB3,1461
UBR3,5667
STYXL1,942
LPO,2139
ZBED6,2940
MYCBP,312
GAS2L3,2085
FCRLA,1080
MSANTD4,1038
TUBA1B,1356
CDCP2,1623
TMC6,2418
MCAM,1941
SHISA4,594
GORASP2,1359
HAL,1974
GPER1,1128
MEST,1008
CAMK2A,1470
TMEM127,717
SOAT1,1653
VIL1,2484
